### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; hdDist; param
9; 14.2857; 96
10; 0; 96
11; 4.08163; 96
12; 2.04082; 96
13; 0; 96
14; 2.04082; 96
15; 0; 96
16; 0; 96
17; 0; 96
18; 0; 96
19; 0; 96
20; 0; 96
21; 0; 96
22; 0; 96
23; 0; 96
24; 0; 96
25; 0; 96
26; 0; 96
27; 0; 96
28; 0; 96
29; 0; 96
30; 0; 96
31; 0; 96
32; 0; 96
33; 0; 96
34; 0; 96
35; 0; 96
36; 0; 96
37; 0; 96
38; 0; 96
39; 0; 96
40; 0; 96
41; 0; 96
42; 0; 96
43; 0; 96
44; 0; 96
45; 0; 96
46; 0; 96
47; 0; 96
48; 0; 96
0; 0; 97
1; 0; 97
2; 0; 97
3; 0; 97
4; 2.04082; 97
5; 8.16327; 97
6; 20.4082; 97
7; 28.5714; 97
8; 12.2449; 97
9; 14.2857; 97
10; 10.2041; 97
11; 4.08163; 97
12; 0; 97
13; 0; 97
14; 0; 97
15; 0; 97
16; 0; 97
17; 0; 97
18; 0; 97
19; 0; 97
20; 0; 97
21; 0; 97
22; 0; 97
23; 0; 97
24; 0; 97
25; 0; 97
26; 0; 97
27; 0; 97
28; 0; 97
29; 0; 97
30; 0; 97
31; 0; 97
32; 0; 97
33; 0; 97
34; 0; 97
35; 0; 97
36; 0; 97
37; 0; 97
38; 0; 97
39; 0; 97
40; 0; 97
41; 0; 97
42; 0; 97
43; 0; 97
44; 0; 97
45; 0; 97
46; 0; 97
47; 0; 97
48; 0; 97
0; 0; 98
1; 0; 98
2; 2.04082; 98
3; 4.08163; 98
4; 12.2449; 98
5; 8.16327; 98
6; 22.449; 98
7; 20.4082; 98
8; 14.2857; 98
9; 12.2449; 98
10; 2.04082; 98
11; 0; 98
12; 0; 98
13; 0; 98
14; 2.04082; 98
15; 0; 98
16; 0; 98
17; 0; 98
18; 0; 98
19; 0; 98
20; 0; 98
21; 0; 98
22; 0; 98
23; 0; 98
24; 0; 98
25; 0; 98
26; 0; 98
27; 0; 98
28; 0; 98
29; 0; 98
30; 0; 98
31; 0; 98
32; 0; 98
33; 0; 98
34; 0; 98
35; 0; 98
36; 0; 98
37; 0; 98
38; 0; 98
39; 0; 98
40; 0; 98
41; 0; 98
42; 0; 98
43; 0; 98
44; 0; 98
45; 0; 98
46; 0; 98
47; 0; 98
48; 0; 98
0; 0; 99
1; 0; 99
2; 2.04082; 99
3; 10.2041; 99
4; 34.6939; 99
5; 26.5306; 99
6; 24.4898; 99
7; 2.04082; 99
8; 0; 99
9; 0; 99
10; 0; 99
11; 0; 99
12; 0; 99
13; 0; 99
14; 0; 99
15; 0; 99
16; 0; 99
17; 0; 99
18; 0; 99
19; 0; 99
20; 0; 99
21; 0; 99
22; 0; 99
23; 0; 99
24; 0; 99
25; 0; 99
26; 0; 99
27; 0; 99
28; 0; 99
29; 0; 99
30; 0; 99
31; 0; 99
32; 0; 99
33; 0; 99
34; 0; 99
35; 0; 99
36; 0; 99
37; 0; 99
38; 0; 99
39; 0; 99
40; 0; 99
41; 0; 99
42; 0; 99
43; 0; 99
44; 0; 99
45; 0; 99
46; 0; 99
47; 0; 99
48; 0; 99
0; 0; 100
1; 0; 100
2; 0; 100
3; 4.08163; 100
4; 8.16327; 100
5; 14.2857; 100
6; 20.4082; 100
7; 14.2857; 100
8; 18.3673; 100
9; 10.2041; 100
10; 8.16327; 100
11; 0; 100
12; 0; 100
13; 2.04082; 100
14; 0; 100
15; 0; 100
16; 0; 100
17; 0; 100
18; 0; 100
19; 0; 100
20; 0; 100
21; 0; 100
22; 0; 100
23; 0; 100
24; 0; 100
25; 0; 100
26; 0; 100
27; 0; 100
28; 0; 100
29; 0; 100
30; 0; 100
31; 0; 100
32; 0; 100
33; 0; 100
34; 0; 100
35; 0; 100
36; 0; 100
37; 0; 100
38; 0; 100
39; 0; 100
40; 0; 100
41; 0; 100
42; 0; 100
43; 0; 100
44; 0; 100
45; 0; 100
46; 0; 100
47; 0; 100
48; 0; 100
0; 0; 101
1; 0; 101
2; 4.08163; 101
3; 0; 101
4; 10.2041; 101
5; 24.4898; 101
6; 36.7347; 101
7; 10.2041; 101
8; 12.2449; 101
9; 0; 101
10; 0; 101
11; 2.04082; 101
12; 0; 101
13; 0; 101
14; 0; 101
15; 0; 101
16; 0; 101
17; 0; 101
18; 0; 101
19; 0; 101
20; 0; 101
21; 0; 101
22; 0; 101
23; 0; 101
24; 0; 101
25; 0; 101
26; 0; 101
27; 0; 101
28; 0; 101
29; 0; 101
30; 0; 101
31; 0; 101
32; 0; 101
33; 0; 101
34; 0; 101
35; 0; 101
36; 0; 101
37; 0; 101
38; 0; 101
39; 0; 101
40; 0; 101
41; 0; 101
42; 0; 101
43; 0; 101
44; 0; 101
45; 0; 101
46; 0; 101
47; 0; 101
48; 0; 101
0; 0; 102
1; 0; 102
2; 0; 102
3; 2.04082; 102
4; 4.08163; 102
5; 6.12245; 102
6; 18.3673; 102
7; 14.2857; 102
8; 22.449; 102
9; 16.3265; 102
10; 10.2041; 102
11; 2.04082; 102
12; 4.08163; 102
13; 0; 102
14; 0; 102
15; 0; 102
16; 0; 102
17; 0; 102
18; 0; 102
19; 0; 102
20; 0; 102
21; 0; 102
22; 0; 102
23; 0; 102
24; 0; 102
25; 0; 102
26; 0; 102
27; 0; 102
28; 0; 102
29; 0; 102
30; 0; 102
31; 0; 102
32; 0; 102
33; 0; 102
34; 0; 102
35; 0; 102
36; 0; 102
37; 0; 102
38; 0; 102
39; 0; 102
40; 0; 102
41; 0; 102
42; 0; 102
43; 0; 102
44; 0; 102
45; 0; 102
46; 0; 102
47; 0; 102
48; 0; 102
0; 0; 103
1; 0; 103
2; 2.04082; 103
3; 14.2857; 103
4; 16.3265; 103
5; 18.3673; 103
6; 22.449; 103
7; 10.2041; 103
8; 12.2449; 103
9; 2.04082; 103
10; 0; 103
11; 0; 103
12; 2.04082; 103
13; 0; 103
14; 0; 103
15; 0; 103
16; 0; 103
17; 0; 103
18; 0; 103
19; 0; 103
20; 0; 103
21; 0; 103
22; 0; 103
23; 0; 103
24; 0; 103
25; 0; 103
26; 0; 103
27; 0; 103
28; 0; 103
29; 0; 103
30; 0; 103
31; 0; 103
32; 0; 103
33; 0; 103
34; 0; 103
35; 0; 103
36; 0; 103
37; 0; 103
38; 0; 103
39; 0; 103
40; 0; 103
41; 0; 103
42; 0; 103
43; 0; 103
44; 0; 103
45; 0; 103
46; 0; 103
47; 0; 103
48; 0; 103
0; 0; 104
1; 0; 104
2; 0; 104
3; 6.12245; 104
4; 6.12245; 104
5; 38.7755; 104
6; 30.6122; 104
7; 16.3265; 104
8; 0; 104
9; 2.04082; 104
10; 0; 104
11; 0; 104
12; 0; 104
13; 0; 104
14; 0; 104
15; 0; 104
16; 0; 104
17; 0; 104
18; 0; 104
19; 0; 104
20; 0; 104
21; 0; 104
22; 0; 104
23; 0; 104
24; 0; 104
25; 0; 104
26; 0; 104
27; 0; 104
28; 0; 104
29; 0; 104
30; 0; 104
31; 0; 104
32; 0; 104
33; 0; 104
34; 0; 104
35; 0; 104
36; 0; 104
37; 0; 104
38; 0; 104
39; 0; 104
40; 0; 104
41; 0; 104
42; 0; 104
43; 0; 104
44; 0; 104
45; 0; 104
46; 0; 104
47; 0; 104
48; 0; 104
0; 0; 105
1; 0; 105
2; 2.04082; 105
3; 4.08163; 105
4; 4.08163; 105
5; 12.2449; 105
6; 18.3673; 105
7; 12.2449; 105
8; 16.3265; 105
9; 14.2857; 105
10; 10.2041; 105
11; 4.08163; 105
12; 2.04082; 105
13; 0; 105
14; 0; 105
15; 0; 105
16; 0; 105
17; 0; 105
18; 0; 105
19; 0; 105
20; 0; 105
21; 0; 105
22; 0; 105
23; 0; 105
24; 0; 105
25; 0; 105
26; 0; 105
27; 0; 105
28; 0; 105
29; 0; 105
30; 0; 105
31; 0; 105
32; 0; 105
33; 0; 105
34; 0; 105
35; 0; 105
36; 0; 105
37; 0; 105
38; 0; 105
39; 0; 105
40; 0; 105
41; 0; 105
42; 0; 105
43; 0; 105
44; 0; 105
45; 0; 105
46; 0; 105
47; 0; 105
48; 0; 105
0; 0; 106
1; 0; 106
2; 2.04082; 106
3; 4.08163; 106
4; 4.08163; 106
5; 10.2041; 106
6; 22.449; 106
7; 20.4082; 106
8; 16.3265; 106
9; 12.2449; 106
10; 8.16327; 106
11; 0; 106
12; 0; 106
13; 0; 106
14; 0; 106
15; 0; 106
16; 0; 106
17; 0; 106
18; 0; 106
19; 0; 106
20; 0; 106
21; 0; 106
22; 0; 106
23; 0; 106
24; 0; 106
25; 0; 106
26; 0; 106
27; 0; 106
28; 0; 106
29; 0; 106
30; 0; 106
31; 0; 106
32; 0; 106
33; 0; 106
34; 0; 106
35; 0; 106
36; 0; 106
37; 0; 106
38; 0; 106
39; 0; 106
40; 0; 106
41; 0; 106
42; 0; 106
43; 0; 106
44; 0; 106
45; 0; 106
46; 0; 106
47; 0; 106
48; 0; 106
0; 0; 107
1; 0; 107
2; 2.04082; 107
3; 2.04082; 107
4; 6.12245; 107
5; 32.6531; 107
6; 10.2041; 107
7; 18.3673; 107
8; 12.2449; 107
9; 12.2449; 107
10; 4.08163; 107
11; 0; 107
12; 0; 107
13; 0; 107
14; 0; 107
15; 0; 107
16; 0; 107
17; 0; 107
18; 0; 107
19; 0; 107
20; 0; 107
21; 0; 107
22; 0; 107
23; 0; 107
24; 0; 107
25; 0; 107
26; 0; 107
27; 0; 107
28; 0; 107
29; 0; 107
30; 0; 107
31; 0; 107
32; 0; 107
33; 0; 107
34; 0; 107
35; 0; 107
36; 0; 107
37; 0; 107
38; 0; 107
39; 0; 107
40; 0; 107
41; 0; 107
42; 0; 107
43; 0; 107
44; 0; 107
45; 0; 107
46; 0; 107
47; 0; 107
48; 0; 107
0; 0; 108
1; 0; 108
2; 0; 108
3; 0; 108
4; 4.08163; 108
5; 8.16327; 108
6; 26.5306; 108
7; 26.5306; 108
8; 24.4898; 108
9; 8.16327; 108
10; 2.04082; 108
11; 0; 108
12; 0; 108
13; 0; 108
14; 0; 108
15; 0; 108
16; 0; 108
17; 0; 108
18; 0; 108
19; 0; 108
20; 0; 108
21; 0; 108
22; 0; 108
23; 0; 108
24; 0; 108
25; 0; 108
26; 0; 108
27; 0; 108
28; 0; 108
29; 0; 108
30; 0; 108
31; 0; 108
32; 0; 108
33; 0; 108
34; 0; 108
35; 0; 108
36; 0; 108
37; 0; 108
38; 0; 108
39; 0; 108
40; 0; 108
41; 0; 108
42; 0; 108
43; 0; 108
44; 0; 108
45; 0; 108
46; 0; 108
47; 0; 108
48; 0; 108
0; 0; 109
1; 0; 109
2; 2.04082; 109
3; 4.08163; 109
4; 14.2857; 109
5; 30.6122; 109
6; 12.2449; 109
7; 16.3265; 109
8; 12.2449; 109
9; 6.12245; 109
10; 2.04082; 109
11; 0; 109
12; 0; 109
13; 0; 109
14; 0; 109
15; 0; 109
16; 0; 109
17; 0; 109
18; 0; 109
19; 0; 109
20; 0; 109
21; 0; 109
22; 0; 109
23; 0; 109
24; 0; 109
25; 0; 109
26; 0; 109
27; 0; 109
28; 0; 109
29; 0; 109
30; 0; 109
31; 0; 109
32; 0; 109
33; 0; 109
34; 0; 109
35; 0; 109
36; 0; 109
37; 0; 109
38; 0; 109
39; 0; 109
40; 0; 109
41; 0; 109
42; 0; 109
43; 0; 109
44; 0; 109
45; 0; 109
46; 0; 109
47; 0; 109
48; 0; 109
0; 0; 110
1; 0; 110
2; 2.04082; 110
3; 4.08163; 110
4; 4.08163; 110
5; 12.2449; 110
6; 26.5306; 110
7; 20.4082; 110
8; 20.4082; 110
9; 4.08163; 110
10; 6.12245; 110
11; 0; 110
12; 0; 110
13; 0; 110
14; 0; 110
15; 0; 110
16; 0; 110
17; 0; 110
18; 0; 110
19; 0; 110
20; 0; 110
21; 0; 110
22; 0; 110
23; 0; 110
24; 0; 110
25; 0; 110
26; 0; 110
27; 0; 110
28; 0; 110
29; 0; 110
30; 0; 110
31; 0; 110
32; 0; 110
33; 0; 110
34; 0; 110
35; 0; 110
36; 0; 110
37; 0; 110
38; 0; 110
39; 0; 110
40; 0; 110
41; 0; 110
42; 0; 110
43; 0; 110
44; 0; 110
45; 0; 110
46; 0; 110
47; 0; 110
48; 0; 110
0; 0; 111
1; 0; 111
2; 2.04082; 111
3; 4.08163; 111
4; 4.08163; 111
5; 12.2449; 111
6; 18.3673; 111
7; 24.4898; 111
8; 20.4082; 111
9; 6.12245; 111
10; 6.12245; 111
11; 2.04082; 111
12; 0; 111
13; 0; 111
14; 0; 111
15; 0; 111
16; 0; 111
17; 0; 111
18; 0; 111
19; 0; 111
20; 0; 111
21; 0; 111
22; 0; 111
23; 0; 111
24; 0; 111
25; 0; 111
26; 0; 111
27; 0; 111
28; 0; 111
29; 0; 111
30; 0; 111
31; 0; 111
32; 0; 111
33; 0; 111
34; 0; 111
35; 0; 111
36; 0; 111
37; 0; 111
38; 0; 111
39; 0; 111
40; 0; 111
41; 0; 111
42; 0; 111
43; 0; 111
44; 0; 111
45; 0; 111
46; 0; 111
47; 0; 111
48; 0; 111
0; 0; 112
1; 0; 112
2; 0; 112
3; 0; 112
4; 8.16327; 112
5; 14.2857; 112
6; 20.4082; 112
7; 36.7347; 112
8; 20.4082; 112
9; 0; 112
10; 0; 112
11; 0; 112
12; 0; 112
13; 0; 112
14; 0; 112
15; 0; 112
16; 0; 112
17; 0; 112
18; 0; 112
19; 0; 112
20; 0; 112
21; 0; 112
22; 0; 112
23; 0; 112
24; 0; 112
25; 0; 112
26; 0; 112
27; 0; 112
28; 0; 112
29; 0; 112
30; 0; 112
31; 0; 112
32; 0; 112
33; 0; 112
34; 0; 112
35; 0; 112
36; 0; 112
37; 0; 112
38; 0; 112
39; 0; 112
40; 0; 112
41; 0; 112
42; 0; 112
43; 0; 112
44; 0; 112
45; 0; 112
46; 0; 112
47; 0; 112
48; 0; 112
0; 0; 113
1; 0; 113
2; 0; 113
3; 10.2041; 113
4; 8.16327; 113
5; 16.3265; 113
6; 22.449; 113
7; 16.3265; 113
8; 18.3673; 113
9; 8.16327; 113
10; 0; 113
11; 0; 113
12; 0; 113
13; 0; 113
14; 0; 113
15; 0; 113
16; 0; 113
17; 0; 113
18; 0; 113
19; 0; 113
20; 0; 113
21; 0; 113
22; 0; 113
23; 0; 113
24; 0; 113
25; 0; 113
26; 0; 113
27; 0; 113
28; 0; 113
29; 0; 113
30; 0; 113
31; 0; 113
32; 0; 113
33; 0; 113
34; 0; 113
35; 0; 113
36; 0; 113
37; 0; 113
38; 0; 113
39; 0; 113
40; 0; 113
41; 0; 113
42; 0; 113
43; 0; 113
44; 0; 113
45; 0; 113
46; 0; 113
47; 0; 113
48; 0; 113
0; 0; 114
1; 0; 114
2; 2.04082; 114
3; 0; 114
4; 6.12245; 114
5; 14.2857; 114
6; 12.2449; 114
7; 34.6939; 114
8; 14.2857; 114
9; 14.2857; 114
10; 0; 114
11; 2.04082; 114
12; 0; 114
13; 0; 114
14; 0; 114
15; 0; 114
16; 0; 114
17; 0; 114
18; 0; 114
19; 0; 114
20; 0; 114
21; 0; 114
22; 0; 114
23; 0; 114
24; 0; 114
25; 0; 114
26; 0; 114
27; 0; 114
28; 0; 114
29; 0; 114
30; 0; 114
31; 0; 114
32; 0; 114
33; 0; 114
34; 0; 114
35; 0; 114
36; 0; 114
37; 0; 114
38; 0; 114
39; 0; 114
40; 0; 114
41; 0; 114
42; 0; 114
43; 0; 114
44; 0; 114
45; 0; 114
46; 0; 114
47; 0; 114
48; 0; 114
0; 0; 115
1; 0; 115
2; 0; 115
3; 0; 115
4; 12.2449; 115
5; 24.4898; 115
6; 16.3265; 115
7; 20.4082; 115
8; 14.2857; 115
9; 2.04082; 115
10; 10.2041; 115
11; 0; 115
12; 0; 115
13; 0; 115
14; 0; 115
15; 0; 115
16; 0; 115
17; 0; 115
18; 0; 115
19; 0; 115
20; 0; 115
21; 0; 115
22; 0; 115
23; 0; 115
24; 0; 115
25; 0; 115
26; 0; 115
27; 0; 115
28; 0; 115
29; 0; 115
30; 0; 115
31; 0; 115
32; 0; 115
33; 0; 115
34; 0; 115
35; 0; 115
36; 0; 115
37; 0; 115
38; 0; 115
39; 0; 115
40; 0; 115
41; 0; 115
42; 0; 115
43; 0; 115
44; 0; 115
45; 0; 115
46; 0; 115
47; 0; 115
48; 0; 115
0; 0; 116
1; 0; 116
2; 8.16327; 116
3; 18.3673; 116
4; 22.449; 116
5; 30.6122; 116
6; 6.12245; 116
7; 8.16327; 116
8; 4.08163; 116
9; 0; 116
10; 2.04082; 116
11; 0; 116
12; 0; 116
13; 0; 116
14; 0; 116
15; 0; 116
16; 0; 116
17; 0; 116
18; 0; 116
19; 0; 116
20; 0; 116
21; 0; 116
22; 0; 116
23; 0; 116
24; 0; 116
25; 0; 116
26; 0; 116
27; 0; 116
28; 0; 116
29; 0; 116
30; 0; 116
31; 0; 116
32; 0; 116
33; 0; 116
34; 0; 116
35; 0; 116
36; 0; 116
37; 0; 116
38; 0; 116
39; 0; 116
40; 0; 116
41; 0; 116
42; 0; 116
43; 0; 116
44; 0; 116
45; 0; 116
46; 0; 116
47; 0; 116
48; 0; 116
0; 0; 117
1; 0; 117
2; 0; 117
3; 4.08163; 117
4; 8.16327; 117
5; 12.2449; 117
6; 26.5306; 117
7; 16.3265; 117
8; 16.3265; 117
9; 10.2041; 117
10; 2.04082; 117
11; 2.04082; 117
12; 2.04082; 117
13; 0; 117
14; 0; 117
15; 0; 117
16; 0; 117
17; 0; 117
18; 0; 117
19; 0; 117
20; 0; 117
21; 0; 117
22; 0; 117
23; 0; 117
24; 0; 117
25; 0; 117
26; 0; 117
27; 0; 117
28; 0; 117
29; 0; 117
30; 0; 117
31; 0; 117
32; 0; 117
33; 0; 117
34; 0; 117
35; 0; 117
36; 0; 117
37; 0; 117
38; 0; 117
39; 0; 117
40; 0; 117
41; 0; 117
42; 0; 117
43; 0; 117
44; 0; 117
45; 0; 117
46; 0; 117
47; 0; 117
48; 0; 117
0; 0; 118
1; 0; 118
2; 2.04082; 118
3; 4.08163; 118
4; 10.2041; 118
5; 10.2041; 118
6; 20.4082; 118
7; 28.5714; 118
8; 10.2041; 118
9; 10.2041; 118
10; 2.04082; 118
11; 0; 118
12; 2.04082; 118
13; 0; 118
14; 0; 118
15; 0; 118
16; 0; 118
17; 0; 118
18; 0; 118
19; 0; 118
20; 0; 118
21; 0; 118
22; 0; 118
23; 0; 118
24; 0; 118
25; 0; 118
26; 0; 118
27; 0; 118
28; 0; 118
29; 0; 118
30; 0; 118
31; 0; 118
32; 0; 118
33; 0; 118
34; 0; 118
35; 0; 118
36; 0; 118
37; 0; 118
38; 0; 118
39; 0; 118
40; 0; 118
41; 0; 118
42; 0; 118
43; 0; 118
44; 0; 118
45; 0; 118
46; 0; 118
47; 0; 118
48; 0; 118
0; 0; 119
1; 2.04082; 119
2; 2.04082; 119
3; 14.2857; 119
4; 18.3673; 119
5; 32.6531; 119
6; 22.449; 119
7; 4.08163; 119
8; 4.08163; 119
9; 0; 119
10; 0; 119
11; 0; 119
12; 0; 119
13; 0; 119
14; 0; 119
15; 0; 119
16; 0; 119
17; 0; 119
18; 0; 119
19; 0; 119
20; 0; 119
21; 0; 119
22; 0; 119
23; 0; 119
24; 0; 119
25; 0; 119
26; 0; 119
27; 0; 119
28; 0; 119
29; 0; 119
30; 0; 119
31; 0; 119
32; 0; 119
33; 0; 119
34; 0; 119
35; 0; 119
36; 0; 119
37; 0; 119
38; 0; 119
39; 0; 119
40; 0; 119
41; 0; 119
42; 0; 119
43; 0; 119
44; 0; 119
45; 0; 119
46; 0; 119
47; 0; 119
48; 0; 119
0; 0; 120
1; 0; 120
2; 0; 120
3; 2.04082; 120
4; 6.12245; 120
5; 14.2857; 120
6; 20.4082; 120
7; 24.4898; 120
8; 14.2857; 120
9; 14.2857; 120
10; 4.08163; 120
11; 0; 120
12; 0; 120
13; 0; 120
14; 0; 120
15; 0; 120
16; 0; 120
17; 0; 120
18; 0; 120
19; 0; 120
20; 0; 120
21; 0; 120
22; 0; 120
23; 0; 120
24; 0; 120
25; 0; 120
26; 0; 120
27; 0; 120
28; 0; 120
29; 0; 120
30; 0; 120
31; 0; 120
32; 0; 120
33; 0; 120
34; 0; 120
35; 0; 120
36; 0; 120
37; 0; 120
38; 0; 120
39; 0; 120
40; 0; 120
41; 0; 120
42; 0; 120
43; 0; 120
44; 0; 120
45; 0; 120
46; 0; 120
47; 0; 120
48; 0; 120
0; 0; 121
1; 0; 121
2; 0; 121
3; 0; 121
4; 10.2041; 121
5; 22.449; 121
6; 24.4898; 121
7; 12.2449; 121
8; 16.3265; 121
9; 10.2041; 121
10; 4.08163; 121
11; 0; 121
12; 0; 121
13; 0; 121
14; 0; 121
15; 0; 121
16; 0; 121
17; 0; 121
18; 0; 121
19; 0; 121
20; 0; 121
21; 0; 121
22; 0; 121
23; 0; 121
24; 0; 121
25; 0; 121
26; 0; 121
27; 0; 121
28; 0; 121
29; 0; 121
30; 0; 121
31; 0; 121
32; 0; 121
33; 0; 121
34; 0; 121
35; 0; 121
36; 0; 121
37; 0; 121
38; 0; 121
39; 0; 121
40; 0; 121
41; 0; 121
42; 0; 121
43; 0; 121
44; 0; 121
45; 0; 121
46; 0; 121
47; 0; 121
48; 0; 121
0; 0; 122
1; 0; 122
2; 2.04082; 122
3; 8.16327; 122
4; 26.5306; 122
5; 26.5306; 122
6; 14.2857; 122
7; 14.2857; 122
8; 4.08163; 122
9; 4.08163; 122
10; 0; 122
11; 0; 122
12; 0; 122
13; 0; 122
14; 0; 122
15; 0; 122
16; 0; 122
17; 0; 122
18; 0; 122
19; 0; 122
20; 0; 122
21; 0; 122
22; 0; 122
23; 0; 122
24; 0; 122
25; 0; 122
26; 0; 122
27; 0; 122
28; 0; 122
29; 0; 122
30; 0; 122
31; 0; 122
32; 0; 122
33; 0; 122
34; 0; 122
35; 0; 122
36; 0; 122
37; 0; 122
38; 0; 122
39; 0; 122
40; 0; 122
41; 0; 122
42; 0; 122
43; 0; 122
44; 0; 122
45; 0; 122
46; 0; 122
47; 0; 122
48; 0; 122
0; 0; 123
1; 0; 123
2; 2.04082; 123
3; 6.12245; 123
4; 8.16327; 123
5; 16.3265; 123
6; 26.5306; 123
7; 16.3265; 123
8; 8.16327; 123
9; 10.2041; 123
10; 4.08163; 123
11; 2.04082; 123
12; 0; 123
13; 0; 123
14; 0; 123
15; 0; 123
16; 0; 123
17; 0; 123
18; 0; 123
19; 0; 123
20; 0; 123
21; 0; 123
22; 0; 123
23; 0; 123
24; 0; 123
25; 0; 123
26; 0; 123
27; 0; 123
28; 0; 123
29; 0; 123
30; 0; 123
31; 0; 123
32; 0; 123
33; 0; 123
34; 0; 123
35; 0; 123
36; 0; 123
37; 0; 123
38; 0; 123
39; 0; 123
40; 0; 123
41; 0; 123
42; 0; 123
43; 0; 123
44; 0; 123
45; 0; 123
46; 0; 123
47; 0; 123
48; 0; 123
0; 0; 124
1; 0; 124
2; 0; 124
3; 6.12245; 124
4; 20.4082; 124
5; 12.2449; 124
6; 22.449; 124
7; 22.449; 124
8; 14.2857; 124
9; 2.04082; 124
10; 0; 124
11; 0; 124
12; 0; 124
13; 0; 124
14; 0; 124
15; 0; 124
16; 0; 124
17; 0; 124
18; 0; 124
19; 0; 124
20; 0; 124
21; 0; 124
22; 0; 124
23; 0; 124
24; 0; 124
25; 0; 124
26; 0; 124
27; 0; 124
28; 0; 124
29; 0; 124
30; 0; 124
31; 0; 124
32; 0; 124
33; 0; 124
34; 0; 124
35; 0; 124
36; 0; 124
37; 0; 124
38; 0; 124
39; 0; 124
40; 0; 124
41; 0; 124
42; 0; 124
43; 0; 124
44; 0; 124
45; 0; 124
46; 0; 124
47; 0; 124
48; 0; 124
0; 0; 125
1; 0; 125
2; 0; 125
3; 0; 125
4; 6.12245; 125
5; 8.16327; 125
6; 14.2857; 125
7; 18.3673; 125
8; 22.449; 125
9; 24.4898; 125
10; 6.12245; 125
11; 0; 125
12; 0; 125
13; 0; 125
14; 0; 125
15; 0; 125
16; 0; 125
17; 0; 125
18; 0; 125
19; 0; 125
20; 0; 125
21; 0; 125
22; 0; 125
23; 0; 125
24; 0; 125
25; 0; 125
26; 0; 125
27; 0; 125
28; 0; 125
29; 0; 125
30; 0; 125
31; 0; 125
32; 0; 125
33; 0; 125
34; 0; 125
35; 0; 125
36; 0; 125
37; 0; 125
38; 0; 125
39; 0; 125
40; 0; 125
41; 0; 125
42; 0; 125
43; 0; 125
44; 0; 125
45; 0; 125
46; 0; 125
47; 0; 125
48; 0; 125
0; 0; 126
1; 0; 126
2; 0; 126
3; 2.04082; 126
4; 10.2041; 126
5; 26.5306; 126
6; 20.4082; 126
7; 22.449; 126
8; 12.2449; 126
9; 6.12245; 126
10; 0; 126
11; 0; 126
12; 0; 126
13; 0; 126
14; 0; 126
15; 0; 126
16; 0; 126
17; 0; 126
18; 0; 126
19; 0; 126
20; 0; 126
21; 0; 126
22; 0; 126
23; 0; 126
24; 0; 126
25; 0; 126
26; 0; 126
27; 0; 126
28; 0; 126
29; 0; 126
30; 0; 126
31; 0; 126
32; 0; 126
33; 0; 126
34; 0; 126
35; 0; 126
36; 0; 126
37; 0; 126
38; 0; 126
39; 0; 126
40; 0; 126
41; 0; 126
42; 0; 126
43; 0; 126
44; 0; 126
45; 0; 126
46; 0; 126
47; 0; 126
48; 0; 126
0; 0; 127
1; 2.04082; 127
2; 4.08163; 127
3; 8.16327; 127
4; 16.3265; 127
5; 24.4898; 127
6; 24.4898; 127
7; 12.2449; 127
8; 4.08163; 127
9; 0; 127
10; 4.08163; 127
11; 0; 127
12; 0; 127
13; 0; 127
14; 0; 127
15; 0; 127
16; 0; 127
17; 0; 127
18; 0; 127
19; 0; 127
20; 0; 127
21; 0; 127
22; 0; 127
23; 0; 127
24; 0; 127
25; 0; 127
26; 0; 127
27; 0; 127
28; 0; 127
29; 0; 127
30; 0; 127
31; 0; 127
32; 0; 127
33; 0; 127
34; 0; 127
35; 0; 127
36; 0; 127
37; 0; 127
38; 0; 127
39; 0; 127
40; 0; 127
41; 0; 127
42; 0; 127
43; 0; 127
44; 0; 127
45; 0; 127
46; 0; 127
47; 0; 127
48; 0; 127
0; 0; 128
1; 8.16327; 128
2; 16.3265; 128
3; 26.5306; 128
4; 22.449; 128
5; 16.3265; 128
6; 8.16327; 128
7; 2.04082; 128
8; 0; 128
9; 0; 128
10; 0; 128
11; 0; 128
12; 0; 128
13; 0; 128
14; 0; 128
15; 0; 128
16; 0; 128
17; 0; 128
18; 0; 128
19; 0; 128
20; 0; 128
21; 0; 128
22; 0; 128
23; 0; 128
24; 0; 128
25; 0; 128
26; 0; 128
27; 0; 128
28; 0; 128
29; 0; 128
30; 0; 128
31; 0; 128
32; 0; 128
33; 0; 128
34; 0; 128
35; 0; 128
36; 0; 128
37; 0; 128
38; 0; 128
39; 0; 128
40; 0; 128
41; 0; 128
42; 0; 128
43; 0; 128
44; 0; 128
45; 0; 128
46; 0; 128
47; 0; 128
48; 0; 128
0; 0; 129
1; 0; 129
2; 0; 129
3; 4.08163; 129
