### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

value; productivity; quality; param
0.125; 0; 0; 182
0.175; 0; 0; 182
0.225; 0; 0; 182
0.275; 0; 0; 182
0.325; 0; 0.916285; 182
0.375; 0; 4.99793; 182
0.425; 0; 29.1543; 182
0.475; 0; 22.4905; 182
0.525; 0; 28.7378; 182
0.575; 0.916285; 13.7026; 182
0.625; 3.33195; 0; 182
0.675; 74.4283; 0; 182
0.725; 21.3244; 0; 182
0.775; 0; 0; 182
0.825; 0; 0; 182
0.875; 0; 0; 182
0.925; 0; 0; 182
0.975; 0; 0; 182
0.025; 0; 0; 183
0.075; 0; 0; 183
0.125; 0; 0; 183
0.175; 0; 0; 183
0.225; 0; 0; 183
0.275; 0; 0.0416493; 183
0.325; 0.0416493; 0; 183
0.375; 0; 0; 183
0.425; 0.0832986; 31.2784; 183
0.475; 0.0416493; 47.1466; 183
0.525; 0; 15.1187; 183
0.575; 20.7413; 3.0404; 183
0.625; 79.0933; 3.37359; 183
0.675; 0; 0; 183
0.725; 0; 0; 183
0.775; 0; 0; 183
0.825; 0; 0; 183
0.875; 0; 0; 183
0.925; 0; 0; 183
0.975; 0; 0; 183
0.025; 0; 0; 184
0.075; 0; 0; 184
0.125; 0; 0; 184
0.175; 0; 0; 184
0.225; 0; 0; 184
0.275; 0; 0; 184
0.325; 0; 0; 184
0.375; 0.124948; 0.249896; 184
0.425; 0.458142; 0.916285; 184
0.475; 0.208247; 18.6588; 184
0.525; 19.9916; 46.5635; 184
0.575; 79.2182; 23.9066; 184
0.625; 0; 9.66267; 184
0.675; 0; 0.0416493; 184
0.725; 0; 0; 184
0.775; 0; 0; 184
0.825; 0; 0; 184
0.875; 0; 0; 184
0.925; 0; 0; 184
0.975; 0; 0; 184
0.025; 0; 0; 185
0.075; 0; 0; 185
0.125; 0; 0; 185
0.175; 0; 0.0416493; 185
0.225; 0; 0; 185
0.275; 0; 0; 185
0.325; 0.0832986; 0.0416493; 185
0.375; 0.0832986; 0; 185
0.425; 0.0832986; 18.2424; 185
0.475; 0.374844; 45.9804; 185
0.525; 99.3776; 13.0363; 185
0.575; 0; 16.9513; 185
0.625; 0; 4.33153; 185
0.675; 0; 1.37443; 185
0.725; 0; 0; 185
0.775; 0; 0; 185
0.825; 0; 0; 185
0.875; 0; 0; 185
0.925; 0; 0; 185
0.975; 0; 0; 185
0.025; 0; 0; 186
0.075; 0; 0; 186
0.125; 0; 0; 186
0.175; 0; 0; 186
0.225; 0; 0; 186
0.275; 0; 0; 186
0.325; 0; 0; 186
0.375; 0.0416493; 3.16535; 186
0.425; 0.0416493; 23.74; 186
0.475; 0.166597; 30.0706; 186
0.525; 0.58309; 34.7769; 186
0.575; 96.1288; 8.24658; 186
0.625; 3.0404; 0; 186
0.675; 0; 0; 186
0.725; 0; 0; 186
0.775; 0; 0; 186
0.825; 0; 0; 186
0.875; 0; 0; 186
0.925; 0; 0; 186
0.975; 0; 0; 186
0.025; 0; 0; 187
0.075; 0; 0; 187
0.125; 0; 0; 187
0.175; 0.0416493; 0; 187
0.225; 0.124948; 0; 187
0.275; 0.0832986; 1.16618; 187
0.325; 0; 9.99586; 187
0.375; 0; 14.9521; 187
0.425; 1.37443; 30.4038; 187
0.475; 24.9062; 21.1994; 187
0.525; 27.1552; 19.9083; 187
0.575; 28.9877; 2.33236; 187
0.625; 17.3261; 0; 187
0.675; 0; 0.0416493; 187
0.725; 0; 0; 187
0.775; 0; 0; 187
0.825; 0; 0; 187
0.875; 0; 0; 187
0.925; 0; 0; 187
0.975; 0; 0; 187
0.025; 0; 0; 188
0.075; 0; 0; 188
0.125; 0; 0; 188
0.175; 0; 0; 188
0.225; 0; 0; 188
0.275; 0; 0.124948; 188
0.325; 0.124948; 0; 188
0.375; 0; 0; 188
0.425; 0; 0.208247; 188
0.475; 0; 28.1548; 188
0.525; 75.8028; 48.3961; 188
0.575; 24.0732; 22.6155; 188
0.625; 0; 0.458142; 188
0.675; 0; 0; 188
0.725; 0; 0; 188
0.775; 0; 0.0416493; 188
0.825; 0; 0; 188
0.875; 0; 0; 188
0.925; 0; 0; 188
0.975; 0; 0; 188
0.025; 0; 0; 189
0.075; 0; 0; 189
0.125; 0; 0; 189
0.175; 0; 0; 189
0.225; 0; 0; 189
0.275; 0; 0; 189
0.325; 0; 0; 189
0.375; 0; 0.0416493; 189
0.425; 0; 7.87174; 189
0.475; 0; 38.2338; 189
0.525; 0; 51.145; 189
0.575; 0.291545; 2.12411; 189
0.625; 0.374844; 0; 189
0.675; 5.24782; 0.249896; 189
0.725; 94.0879; 0.333194; 189
0.775; 0; 0; 189
0.825; 0; 0; 189
0.875; 0; 0; 189
0.925; 0; 0; 189
0.975; 0; 0; 189
0.025; 0; 0; 190
0.075; 0; 0; 190
0.125; 0; 0; 190
0.175; 0; 0; 190
0.225; 0; 0; 190
0.275; 0; 0; 190
0.325; 0.124948; 0; 190
0.375; 0; 0; 190
0.425; 0.0832986; 2.37401; 190
0.475; 0; 58.0591; 190
0.525; 0; 31.9448; 190
0.575; 6.9138; 7.58019; 190
0.625; 92.88; 0; 190
0.675; 0; 0.0416493; 190
0.725; 0; 0; 190
0.775; 0; 0; 190
0.825; 0; 0; 190
0.875; 0; 0; 190
0.925; 0; 0; 190
0.975; 0; 0; 190
0.025; 0; 0; 191
0.075; 0; 0; 191
0.125; 0; 0; 191
0.175; 0; 0; 191
0.225; 0; 0; 191
0.275; 0; 0; 191
0.325; 0; 0; 191
0.375; 0; 0; 191
0.425; 0; 13.1196; 191
0.475; 0.0416493; 36.6511; 191
0.525; 0; 30.1123; 191
0.575; 57.7676; 20.0749; 191
0.625; 33.0277; 0.0416493; 191
0.675; 9.16287; 0; 191
0.725; 0; 0; 191
0.775; 0; 0; 191
0.825; 0; 0; 191
0.875; 0; 0; 191
0.925; 0; 0; 191
0.975; 0; 0; 191
0.025; 0; 0; 192
0.075; 0; 0; 192
0.125; 0; 0; 192
0.175; 0.0416493; 0; 192
0.225; 0; 0; 192
0.275; 0; 0; 192
0.325; 0.0416493; 0; 192
0.375; 0; 12.2033; 192
0.425; 20.8246; 15.1187; 192
0.475; 79.0933; 33.7357; 192
0.525; 0; 34.5687; 192
0.575; 0; 4.28988; 192
0.625; 0; 0.0416493; 192
0.675; 0; 0; 192
0.725; 0; 0; 192
0.775; 0; 0.0416493; 192
0.825; 0; 0; 192
0.875; 0; 0; 192
0.925; 0; 0; 192
0.975; 0; 0; 192
0.025; 0; 0; 193
0.075; 0; 0; 193
0.125; 0.0416493; 0; 193
0.175; 0; 0; 193
0.225; 0; 0; 193
0.275; 0; 0; 193
0.325; 0; 0; 193
0.375; 0; 0; 193
0.425; 0; 0; 193
0.475; 0; 50.1453; 193
0.525; 0; 49.8538; 193
0.575; 99.9608; 0; 193
0.625; 0; 0; 193
0.675; 0; 0; 193
0.725; 0; 0; 193
0.775; 0; 0; 193
0.825; 0; 0; 193
0.875; 0; 0; 193
0.925; 0; 0; 193
0.975; 0; 0; 193
0.025; 0; 0; 194
0.075; 0; 0; 194
0.125; 0; 0; 194
0.175; 0; 0; 194
0.225; 0; 0; 194
0.275; 0; 0.124948; 194
0.325; 0; 0; 194
0.375; 0; 0; 194
0.425; 0.124948; 22.7821; 194
0.475; 0; 24.1148; 194
0.525; 0; 14.2441; 194
0.575; 0.208247; 19.1586; 194
0.625; 44.8559; 19.5751; 194
0.675; 54.8103; 0; 194
0.725; 0; 0; 194
0.775; 0; 0; 194
0.825; 0; 0; 194
0.875; 0; 0; 194
0.925; 0; 0; 194
0.975; 0; 0; 194
0.025; 0; 0; 195
0.075; 0; 0; 195
0.125; 0; 0; 195
0.175; 0; 0; 195
0.225; 0; 0; 195
0.275; 0.0416493; 0.0832986; 195
0.325; 0; 0.249896; 195
0.375; 0; 16.743; 195
0.425; 0.166597; 11.5785; 195
0.475; 5.12287; 13.4528; 195
0.525; 22.2406; 12.12; 195
0.575; 34.9019; 21.5743; 195
0.625; 24.448; 24.1981; 195
0.675; 13.0779; 0; 195
0.725; 0; 0; 195
0.775; 0; 0; 195
0.825; 0; 0; 195
0.875; 0; 0; 195
0.925; 0; 0; 195
0.975; 0; 0; 195
0.025; 0; 0; 196
0.075; 0; 0; 196
0.125; 0; 0; 196
0.175; 0; 0; 196
0.225; 0; 0; 196
0.275; 0; 0; 196
0.325; 0; 2.70721; 196
0.375; 0; 3.0404; 196
0.425; 0; 6.03916; 196
0.475; 2.70721; 12.2866; 196
0.525; 13.2445; 16.6597; 196
0.575; 38.6086; 35.7348; 196
0.625; 45.439; 23.4901; 196
0.675; 0; 0; 196
0.725; 0; 0.0416493; 196
0.775; 0; 0; 196
0.825; 0; 0; 196
0.875; 0; 0; 196
0.925; 0; 0; 196
0.975; 0; 0; 196
0.025; 0; 0; 197
0.075; 0; 0; 197
0.125; 0; 0; 197
0.175; 0; 0; 197
0.225; 0; 0; 197
0.275; 0; 0; 197
0.325; 0; 0; 197
0.375; 0.0416493; 0; 197
0.425; 0; 4.16494; 197
0.475; 0; 42.0238; 197
0.525; 2.16576; 49.354; 197
0.575; 7.4136; 3.33195; 197
0.625; 90.3809; 1.12453; 197
0.675; 0; 0; 197
0.725; 0; 0; 197
0.775; 0; 0; 197
0.825; 0; 0; 197
0.875; 0; 0; 197
0.925; 0; 0; 197
0.975; 0; 0; 197
0.025; 0; 0; 198
0.075; 0; 0; 198
0.125; 0; 0; 198
0.175; 0; 0; 198
0.225; 0; 0; 198
0.275; 0; 0; 198
0.325; 0; 3.33195; 198
0.375; 0; 5.20617; 198
0.425; 0.0416493; 10.7039; 198
0.475; 0; 29.6958; 198
0.525; 0; 42.5652; 198
0.575; 0.62474; 8.45483; 198
0.625; 36.4429; 0; 198
0.675; 62.8907; 0.0416493; 198
0.725; 0; 0; 198
0.775; 0; 0; 198
0.825; 0; 0; 198
0.875; 0; 0; 198
0.925; 0; 0; 198
0.975; 0; 0; 198
0.025; 0; 0; 199
0.075; 0; 0; 199
0.125; 0; 0; 199
0.175; 0; 0.0416493; 199
0.225; 0; 0; 199
0.275; 0; 0; 199
0.325; 0.166597; 0.166597; 199
0.375; 0.0416493; 0; 199
0.425; 0; 0; 199
0.475; 0; 35.6099; 199
0.525; 0; 35.1518; 199
0.575; 63.2656; 23.3652; 199
0.625; 36.5262; 5.66432; 199
0.675; 0; 0; 199
0.725; 0; 0; 199
0.775; 0; 0; 199
0.825; 0; 0; 199
0.875; 0; 0; 199
0.925; 0; 0; 199
0.975; 0; 0; 199
