### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 10, NVARIETYHD = 5, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.32, SELECTIONSTRENGTH = 10, ALPHA = 0.6, NHOUSEHOLD = 49, PROBABILITYNEWVAR = 0.06, PERCENTAGENEWRANDVAR = 0.1, CROSSINGDEVIATION = 0.005, DEATHPROBABILITY = 0.2, MAXTIME = 3000, TIMEINTERVAL = 30, NRUN = 1 ###

quantity; frequency; param
0.165809; 6.89655; 125
0.262789; 3.44828; 125
0.416493; 10.3448; 125
0.660097; 6.89655; 125
1.04618; 0; 125
1.65809; 6.89655; 125
2.62789; 17.2414; 125
4.16493; 37.931; 125
6.60097; 3.44828; 125
10.4618; 0; 125
16.5809; 0; 125
26.2789; 0; 125
41.6493; 0; 125
66.0097; 0; 125
0.0416493; 5.26316; 126
0.0660097; 5.26316; 126
0.104618; 0; 126
0.165809; 0; 126
0.262789; 0; 126
0.416493; 0; 126
0.660097; 0; 126
1.04618; 0; 126
1.65809; 10.5263; 126
2.62789; 21.0526; 126
4.16493; 42.1053; 126
6.60097; 15.7895; 126
10.4618; 0; 126
16.5809; 0; 126
26.2789; 0; 126
41.6493; 0; 126
66.0097; 0; 126
0.0416493; 5.55556; 127
0.0660097; 0; 127
0.104618; 0; 127
0.165809; 0; 127
0.262789; 5.55556; 127
0.416493; 0; 127
0.660097; 11.1111; 127
1.04618; 0; 127
1.65809; 11.1111; 127
2.62789; 27.7778; 127
4.16493; 5.55556; 127
6.60097; 22.2222; 127
10.4618; 5.55556; 127
16.5809; 5.55556; 127
26.2789; 0; 127
41.6493; 0; 127
66.0097; 0; 127
0.0416493; 5.88235; 128
0.0660097; 0; 128
0.104618; 5.88235; 128
0.165809; 0; 128
0.262789; 5.88235; 128
0.416493; 0; 128
0.660097; 5.88235; 128
1.04618; 0; 128
1.65809; 11.7647; 128
2.62789; 23.5294; 128
4.16493; 0; 128
6.60097; 35.2941; 128
10.4618; 5.88235; 128
16.5809; 0; 128
26.2789; 0; 128
41.6493; 0; 128
66.0097; 0; 128
0.0416493; 0; 129
0.0660097; 0; 129
0.104618; 0; 129
0.165809; 0; 129
0.262789; 0; 129
0.416493; 0; 129
0.660097; 0; 129
1.04618; 0; 129
1.65809; 0; 129
2.62789; 0; 129
4.16493; 0; 129
6.60097; 37.5; 129
10.4618; 62.5; 129
16.5809; 0; 129
26.2789; 0; 129
41.6493; 0; 129
66.0097; 0; 129
0.0416493; 12.5; 130
0.0660097; 0; 130
0.104618; 0; 130
0.165809; 0; 130
0.262789; 0; 130
0.416493; 0; 130
0.660097; 0; 130
1.04618; 0; 130
1.65809; 6.25; 130
2.62789; 18.75; 130
4.16493; 31.25; 130
6.60097; 25; 130
10.4618; 6.25; 130
16.5809; 0; 130
26.2789; 0; 130
41.6493; 0; 130
66.0097; 0; 130
0.0416493; 21.4286; 131
0.0660097; 0; 131
0.104618; 0; 131
0.165809; 7.14286; 131
0.262789; 0; 131
0.416493; 0; 131
0.660097; 0; 131
1.04618; 0; 131
1.65809; 7.14286; 131
2.62789; 0; 131
4.16493; 14.2857; 131
6.60097; 28.5714; 131
10.4618; 21.4286; 131
16.5809; 0; 131
26.2789; 0; 131
41.6493; 0; 131
66.0097; 0; 131
0.0416493; 8.69565; 132
0.0660097; 0; 132
0.104618; 0; 132
0.165809; 0; 132
0.262789; 0; 132
0.416493; 4.34783; 132
0.660097; 4.34783; 132
1.04618; 4.34783; 132
1.65809; 4.34783; 132
2.62789; 30.4348; 132
4.16493; 30.4348; 132
6.60097; 13.0435; 132
10.4618; 0; 132
16.5809; 0; 132
26.2789; 0; 132
41.6493; 0; 132
66.0097; 0; 132
0.0416493; 4.16667; 133
0.0660097; 0; 133
0.104618; 0; 133
0.165809; 0; 133
0.262789; 0; 133
0.416493; 4.16667; 133
0.660097; 16.6667; 133
1.04618; 0; 133
1.65809; 8.33333; 133
2.62789; 25; 133
4.16493; 29.1667; 133
6.60097; 12.5; 133
10.4618; 0; 133
16.5809; 0; 133
26.2789; 0; 133
41.6493; 0; 133
66.0097; 0; 133
0.0416493; 0; 134
0.0660097; 0; 134
0.104618; 0; 134
0.165809; 0; 134
0.262789; 2.94118; 134
0.416493; 17.6471; 134
0.660097; 8.82353; 134
1.04618; 14.7059; 134
1.65809; 11.7647; 134
2.62789; 20.5882; 134
4.16493; 11.7647; 134
6.60097; 11.7647; 134
10.4618; 0; 134
16.5809; 0; 134
26.2789; 0; 134
41.6493; 0; 134
66.0097; 0; 134
0.0416493; 12; 135
0.0660097; 4; 135
0.104618; 4; 135
0.165809; 0; 135
0.262789; 0; 135
0.416493; 0; 135
0.660097; 8; 135
1.04618; 0; 135
1.65809; 16; 135
2.62789; 12; 135
4.16493; 32; 135
6.60097; 12; 135
10.4618; 0; 135
16.5809; 0; 135
26.2789; 0; 135
41.6493; 0; 135
66.0097; 0; 135
0.0416493; 4; 136
0.0660097; 0; 136
0.104618; 0; 136
0.165809; 4; 136
0.262789; 0; 136
0.416493; 4; 136
0.660097; 0; 136
1.04618; 12; 136
1.65809; 8; 136
2.62789; 32; 136
4.16493; 28; 136
6.60097; 8; 136
10.4618; 0; 136
16.5809; 0; 136
26.2789; 0; 136
41.6493; 0; 136
66.0097; 0; 136
0.0416493; 4.54545; 137
0.0660097; 0; 137
0.104618; 4.54545; 137
0.165809; 0; 137
0.262789; 9.09091; 137
0.416493; 0; 137
0.660097; 0; 137
1.04618; 9.09091; 137
1.65809; 9.09091; 137
2.62789; 13.6364; 137
4.16493; 31.8182; 137
6.60097; 18.1818; 137
10.4618; 0; 137
16.5809; 0; 137
26.2789; 0; 137
41.6493; 0; 137
66.0097; 0; 137
0.0416493; 23.8095; 138
0.0660097; 4.7619; 138
0.104618; 4.7619; 138
0.165809; 0; 138
0.262789; 0; 138
0.416493; 0; 138
0.660097; 0; 138
1.04618; 0; 138
1.65809; 9.52381; 138
2.62789; 14.2857; 138
4.16493; 19.0476; 138
6.60097; 9.52381; 138
10.4618; 14.2857; 138
16.5809; 0; 138
26.2789; 0; 138
41.6493; 0; 138
66.0097; 0; 138
0.0416493; 5; 139
0.0660097; 0; 139
0.104618; 0; 139
0.165809; 5; 139
0.262789; 0; 139
0.416493; 5; 139
0.660097; 10; 139
1.04618; 0; 139
1.65809; 5; 139
2.62789; 5; 139
4.16493; 40; 139
6.60097; 25; 139
10.4618; 0; 139
16.5809; 0; 139
26.2789; 0; 139
41.6493; 0; 139
66.0097; 0; 139
0.0416493; 7.69231; 140
0.0660097; 0; 140
0.104618; 0; 140
0.165809; 0; 140
0.262789; 0; 140
0.416493; 0; 140
0.660097; 7.69231; 140
1.04618; 7.69231; 140
1.65809; 0; 140
2.62789; 7.69231; 140
4.16493; 0; 140
6.60097; 38.4615; 140
10.4618; 30.7692; 140
16.5809; 0; 140
26.2789; 0; 140
41.6493; 0; 140
66.0097; 0; 140
0.0416493; 10.7143; 141
0.0660097; 0; 141
0.104618; 3.57143; 141
0.165809; 0; 141
0.262789; 3.57143; 141
0.416493; 7.14286; 141
0.660097; 0; 141
1.04618; 10.7143; 141
1.65809; 14.2857; 141
2.62789; 17.8571; 141
4.16493; 14.2857; 141
6.60097; 17.8571; 141
10.4618; 0; 141
16.5809; 0; 141
26.2789; 0; 141
41.6493; 0; 141
66.0097; 0; 141
0.0416493; 10.3448; 142
0.0660097; 10.3448; 142
0.104618; 0; 142
0.165809; 0; 142
0.262789; 0; 142
0.416493; 0; 142
0.660097; 3.44828; 142
1.04618; 3.44828; 142
1.65809; 10.3448; 142
2.62789; 27.5862; 142
4.16493; 31.0345; 142
6.60097; 3.44828; 142
10.4618; 0; 142
16.5809; 0; 142
26.2789; 0; 142
41.6493; 0; 142
66.0097; 0; 142
0.0416493; 3.57143; 143
0.0660097; 3.57143; 143
0.104618; 0; 143
0.165809; 3.57143; 143
0.262789; 0; 143
0.416493; 0; 143
0.660097; 3.57143; 143
1.04618; 25; 143
1.65809; 21.4286; 143
2.62789; 3.57143; 143
4.16493; 25; 143
6.60097; 10.7143; 143
10.4618; 0; 143
16.5809; 0; 143
26.2789; 0; 143
41.6493; 0; 143
66.0097; 0; 143
0.0416493; 0; 144
0.0660097; 0; 144
0.104618; 0; 144
0.165809; 0; 144
0.262789; 0; 144
0.416493; 0; 144
0.660097; 0; 144
1.04618; 10; 144
1.65809; 5; 144
2.62789; 35; 144
4.16493; 35; 144
6.60097; 15; 144
10.4618; 0; 144
16.5809; 0; 144
26.2789; 0; 144
41.6493; 0; 144
66.0097; 0; 144
0.0416493; 4.16667; 145
0.0660097; 4.16667; 145
0.104618; 0; 145
0.165809; 4.16667; 145
0.262789; 0; 145
0.416493; 0; 145
0.660097; 8.33333; 145
1.04618; 4.16667; 145
1.65809; 4.16667; 145
2.62789; 29.1667; 145
4.16493; 29.1667; 145
6.60097; 12.5; 145
10.4618; 0; 145
16.5809; 0; 145
26.2789; 0; 145
41.6493; 0; 145
66.0097; 0; 145
0.0416493; 16.6667; 146
0.0660097; 0; 146
0.104618; 4.16667; 146
0.165809; 4.16667; 146
0.262789; 4.16667; 146
0.416493; 4.16667; 146
0.660097; 4.16667; 146
1.04618; 0; 146
1.65809; 4.16667; 146
2.62789; 12.5; 146
4.16493; 25; 146
6.60097; 16.6667; 146
10.4618; 4.16667; 146
16.5809; 0; 146
26.2789; 0; 146
41.6493; 0; 146
66.0097; 0; 146
0.0416493; 8.33333; 147
0.0660097; 0; 147
0.104618; 0; 147
0.165809; 0; 147
0.262789; 0; 147
0.416493; 0; 147
0.660097; 0; 147
1.04618; 4.16667; 147
1.65809; 16.6667; 147
2.62789; 29.1667; 147
4.16493; 29.1667; 147
6.60097; 12.5; 147
10.4618; 0; 147
16.5809; 0; 147
26.2789; 0; 147
41.6493; 0; 147
66.0097; 0; 147
0.0416493; 15.625; 148
0.0660097; 3.125; 148
0.104618; 0; 148
0.165809; 0; 148
0.262789; 3.125; 148
0.416493; 3.125; 148
0.660097; 0; 148
1.04618; 12.5; 148
1.65809; 9.375; 148
2.62789; 25; 148
4.16493; 21.875; 148
6.60097; 6.25; 148
10.4618; 0; 148
16.5809; 0; 148
26.2789; 0; 148
41.6493; 0; 148
66.0097; 0; 148
0.0416493; 0; 149
0.0660097; 0; 149
0.104618; 0; 149
0.165809; 0; 149
0.262789; 0; 149
0.416493; 0; 149
0.660097; 0; 149
1.04618; 0; 149
1.65809; 11.1111; 149
2.62789; 16.6667; 149
4.16493; 61.1111; 149
6.60097; 11.1111; 149
10.4618; 0; 149
16.5809; 0; 149
26.2789; 0; 149
41.6493; 0; 149
66.0097; 0; 149
0.0416493; 7.69231; 150
0.0660097; 0; 150
0.104618; 7.69231; 150
0.165809; 3.84615; 150
0.262789; 7.69231; 150
0.416493; 7.69231; 150
0.660097; 11.5385; 150
1.04618; 11.5385; 150
1.65809; 11.5385; 150
2.62789; 11.5385; 150
4.16493; 3.84615; 150
6.60097; 3.84615; 150
10.4618; 7.69231; 150
16.5809; 3.84615; 150
26.2789; 0; 150
41.6493; 0; 150
66.0097; 0; 150
0.0416493; 14.2857; 151
0.0660097; 0; 151
0.104618; 7.14286; 151
0.165809; 0; 151
0.262789; 0; 151
0.416493; 0; 151
0.660097; 0; 151
1.04618; 0; 151
1.65809; 7.14286; 151
2.62789; 14.2857; 151
4.16493; 14.2857; 151
6.60097; 14.2857; 151
10.4618; 28.5714; 151
16.5809; 0; 151
26.2789; 0; 151
41.6493; 0; 151
66.0097; 0; 151
0.0416493; 20; 152
0.0660097; 0; 152
0.104618; 0; 152
0.165809; 0; 152
0.262789; 0; 152
0.416493; 0; 152
0.660097; 0; 152
1.04618; 0; 152
1.65809; 0; 152
2.62789; 10; 152
4.16493; 0; 152
6.60097; 10; 152
10.4618; 60; 152
16.5809; 0; 152
26.2789; 0; 152
41.6493; 0; 152
66.0097; 0; 152
0.0416493; 0; 153
0.0660097; 0; 153
0.104618; 11.1111; 153
0.165809; 11.1111; 153
0.262789; 0; 153
0.416493; 5.55556; 153
0.660097; 0; 153
1.04618; 5.55556; 153
1.65809; 0; 153
2.62789; 16.6667; 153
4.16493; 22.2222; 153
6.60097; 11.1111; 153
10.4618; 16.6667; 153
16.5809; 0; 153
26.2789; 0; 153
41.6493; 0; 153
66.0097; 0; 153
0.0416493; 14.8148; 154
0.0660097; 0; 154
0.104618; 0; 154
0.165809; 0; 154
0.262789; 0; 154
0.416493; 3.7037; 154
0.660097; 3.7037; 154
1.04618; 3.7037; 154
1.65809; 7.40741; 154
2.62789; 37.037; 154
4.16493; 22.2222; 154
6.60097; 7.40741; 154
10.4618; 0; 154
16.5809; 0; 154
26.2789; 0; 154
41.6493; 0; 154
66.0097; 0; 154
0.0416493; 0; 155
0.0660097; 6.66667; 155
0.104618; 0; 155
0.165809; 6.66667; 155
0.262789; 0; 155
0.416493; 0; 155
0.660097; 0; 155
1.04618; 13.3333; 155
1.65809; 13.3333; 155
2.62789; 6.66667; 155
4.16493; 0; 155
6.60097; 40; 155
10.4618; 13.3333; 155
16.5809; 0; 155
26.2789; 0; 155
41.6493; 0; 155
66.0097; 0; 155
0.0416493; 12; 156
0.0660097; 0; 156
0.104618; 0; 156
0.165809; 0; 156
0.262789; 0; 156
0.416493; 4; 156
0.660097; 0; 156
1.04618; 0; 156
1.65809; 8; 156
2.62789; 40; 156
4.16493; 24; 156
6.60097; 12; 156
10.4618; 0; 156
16.5809; 0; 156
26.2789; 0; 156
41.6493; 0; 156
66.0097; 0; 156
0.0416493; 0; 157
0.0660097; 0; 157
0.104618; 0; 157
0.165809; 4.54545; 157
0.262789; 0; 157
0.416493; 4.54545; 157
0.660097; 9.09091; 157
1.04618; 13.6364; 157
1.65809; 13.6364; 157
2.62789; 13.6364; 157
4.16493; 18.1818; 157
6.60097; 18.1818; 157
10.4618; 4.54545; 157
16.5809; 0; 157
26.2789; 0; 157
41.6493; 0; 157
66.0097; 0; 157
0.0416493; 3.0303; 158
0.0660097; 0; 158
0.104618; 0; 158
0.165809; 3.0303; 158
0.262789; 12.1212; 158
0.416493; 6.06061; 158
0.660097; 12.1212; 158
1.04618; 15.1515; 158
1.65809; 9.09091; 158
2.62789; 21.2121; 158
4.16493; 6.06061; 158
6.60097; 12.1212; 158
10.4618; 0; 158
16.5809; 0; 158
26.2789; 0; 158
41.6493; 0; 158
66.0097; 0; 158
0.0416493; 0; 159
0.0660097; 0; 159
0.104618; 10; 159
0.165809; 10; 159
0.262789; 0; 159
0.416493; 0; 159
0.660097; 5; 159
1.04618; 0; 159
1.65809; 5; 159
2.62789; 15; 159
4.16493; 35; 159
6.60097; 15; 159
10.4618; 5; 159
16.5809; 0; 159
26.2789; 0; 159
41.6493; 0; 159
66.0097; 0; 159
0.0416493; 11.5385; 160
0.0660097; 3.84615; 160
0.104618; 3.84615; 160
0.165809; 0; 160
0.262789; 3.84615; 160
0.416493; 0; 160
0.660097; 3.84615; 160
1.04618; 7.69231; 160
1.65809; 15.3846; 160
2.62789; 11.5385; 160
4.16493; 26.9231; 160
6.60097; 7.69231; 160
10.4618; 3.84615; 160
16.5809; 0; 160
26.2789; 0; 160
41.6493; 0; 160
66.0097; 0; 160
0.0416493; 5; 161
0.0660097; 5; 161
0.104618; 0; 161
0.165809; 0; 161
0.262789; 0; 161
0.416493; 5; 161
0.660097; 0; 161
1.04618; 25; 161
1.65809; 5; 161
2.62789; 5; 161
4.16493; 35; 161
6.60097; 5; 161
10.4618; 10; 161
16.5809; 0; 161
26.2789; 0; 161
41.6493; 0; 161
66.0097; 0; 161
0.0416493; 10.5263; 162
0.0660097; 0; 162
0.104618; 0; 162
0.165809; 0; 162
0.262789; 0; 162
0.416493; 0; 162
0.660097; 0; 162
1.04618; 10.5263; 162
1.65809; 15.7895; 162
2.62789; 5.26316; 162
4.16493; 31.5789; 162
6.60097; 21.0526; 162
10.4618; 5.26316; 162
16.5809; 0; 162
26.2789; 0; 162
41.6493; 0; 162
66.0097; 0; 162
0.0416493; 12.5; 163
0.0660097; 0; 163
0.104618; 0; 163
0.165809; 0; 163
0.262789; 0; 163
0.416493; 6.25; 163
0.660097; 0; 163
1.04618; 0; 163
1.65809; 6.25; 163
2.62789; 0; 163
4.16493; 43.75; 163
6.60097; 18.75; 163
10.4618; 12.5; 163
16.5809; 0; 163
26.2789; 0; 163
41.6493; 0; 163
66.0097; 0; 163
0.0416493; 0; 164
0.0660097; 0; 164
0.104618; 0; 164
0.165809; 0; 164
0.262789; 0; 164
0.416493; 0; 164
0.660097; 0; 164
1.04618; 0; 164
1.65809; 0; 164
2.62789; 0; 164
4.16493; 0; 164
6.60097; 0; 164
10.4618; 0; 164
16.5809; 75; 164
26.2789; 25; 164
41.6493; 0; 164
66.0097; 0; 164
0.0416493; 9.09091; 165
0.0660097; 9.09091; 165
0.104618; 0; 165
0.165809; 0; 165
0.262789; 0; 165
0.416493; 0; 165
0.660097; 0; 165
1.04618; 9.09091; 165
1.65809; 0; 165
2.62789; 0; 165
4.16493; 0; 165
6.60097; 27.2727; 165
10.4618; 45.4545; 165
16.5809; 0; 165
26.2789; 0; 165
41.6493; 0; 165
66.0097; 0; 165
0.0416493; 5.88235; 166
0.0660097; 0; 166
0.104618; 0; 166
0.165809; 0; 166
0.262789; 0; 166
0.416493; 0; 166
0.660097; 0; 166
1.04618; 5.88235; 166
1.65809; 11.7647; 166
2.62789; 5.88235; 166
4.16493; 41.1765; 166
6.60097; 29.4118; 166
10.4618; 0; 166
16.5809; 0; 166
26.2789; 0; 166
41.6493; 0; 166
66.0097; 0; 166
0.0416493; 13.0435; 167
0.0660097; 0; 167
0.104618; 0; 167
0.165809; 0; 167
0.262789; 4.34783; 167
0.416493; 0; 167
0.660097; 4.34783; 167
1.04618; 4.34783; 167
1.65809; 17.3913; 167
2.62789; 26.087; 167
4.16493; 4.34783; 167
6.60097; 21.7391; 167
10.4618; 4.34783; 167
16.5809; 0; 167
26.2789; 0; 167
41.6493; 0; 167
66.0097; 0; 167
0.0416493; 10.5263; 168
0.0660097; 5.26316; 168
0.104618; 0; 168
0.165809; 0; 168
0.262789; 0; 168
0.416493; 0; 168
0.660097; 5.26316; 168
1.04618; 10.5263; 168
1.65809; 0; 168
2.62789; 5.26316; 168
4.16493; 31.5789; 168
6.60097; 31.5789; 168
10.4618; 0; 168
16.5809; 0; 168
26.2789; 0; 168
41.6493; 0; 168
66.0097; 0; 168
0.0416493; 0; 169
0.0660097; 0; 169
0.104618; 0; 169
0.165809; 0; 169
0.262789; 0; 169
0.416493; 8.33333; 169
0.660097; 8.33333; 169
1.04618; 0; 169
1.65809; 8.33333; 169
2.62789; 8.33333; 169
4.16493; 8.33333; 169
6.60097; 33.3333; 169
10.4618; 25; 169
16.5809; 0; 169
26.2789; 0; 169
41.6493; 0; 169
66.0097; 0; 169
0.0416493; 5.26316; 170
0.0660097; 5.26316; 170
0.104618; 0; 170
0.165809; 0; 170
0.262789; 0; 170
0.416493; 0; 170
0.660097; 0; 170
1.04618; 5.26316; 170
1.65809; 5.26316; 170
2.62789; 15.7895; 170
4.16493; 36.8421; 170
6.60097; 26.3158; 170
10.4618; 0; 170
16.5809; 0; 170
26.2789; 0; 170
41.6493; 0; 170
66.0097; 0; 170
0.0416493; 8.33333; 171
0.0660097; 4.16667; 171
0.104618; 0; 171
0.165809; 4.16667; 171
0.262789; 0; 171
0.416493; 8.33333; 171
0.660097; 4.16667; 171
1.04618; 4.16667; 171
1.65809; 8.33333; 171
2.62789; 20.8333; 171
4.16493; 25; 171
6.60097; 8.33333; 171
10.4618; 4.16667; 171
16.5809; 0; 171
26.2789; 0; 171
41.6493; 0; 171
66.0097; 0; 171
0.0416493; 8.69565; 172
0.0660097; 4.34783; 172
0.104618; 0; 172
0.165809; 0; 172
0.262789; 4.34783; 172
0.416493; 0; 172
0.660097; 0; 172
1.04618; 8.69565; 172
1.65809; 17.3913; 172
2.62789; 13.0435; 172
4.16493; 21.7391; 172
6.60097; 21.7391; 172
10.4618; 0; 172
16.5809; 0; 172
26.2789; 0; 172
41.6493; 0; 172
66.0097; 0; 172
0.0416493; 7.69231; 173
0.0660097; 3.84615; 173
0.104618; 3.84615; 173
0.165809; 0; 173
0.262789; 0; 173
0.416493; 0; 173
0.660097; 7.69231; 173
1.04618; 11.5385; 173
1.65809; 3.84615; 173
2.62789; 26.9231; 173
4.16493; 11.5385; 173
6.60097; 23.0769; 173
10.4618; 0; 173
16.5809; 0; 173
26.2789; 0; 173
41.6493; 0; 173
66.0097; 0; 173
0.0416493; 4.16667; 174
0.0660097; 0; 174
0.104618; 0; 174
0.165809; 8.33333; 174
0.262789; 8.33333; 174
0.416493; 0; 174
0.660097; 4.16667; 174
1.04618; 4.16667; 174
1.65809; 12.5; 174
2.62789; 16.6667; 174
4.16493; 20.8333; 174
6.60097; 20.8333; 174
10.4618; 0; 174
16.5809; 0; 174
26.2789; 0; 174
41.6493; 0; 174
66.0097; 0; 174
0.0416493; 0; 175
0.0660097; 5.55556; 175
0.104618; 0; 175
0.165809; 0; 175
0.262789; 0; 175
0.416493; 0; 175
0.660097; 0; 175
1.04618; 16.6667; 175
1.65809; 16.6667; 175
2.62789; 16.6667; 175
4.16493; 11.1111; 175
6.60097; 22.2222; 175
10.4618; 11.1111; 175
16.5809; 0; 175
26.2789; 0; 175
41.6493; 0; 175
66.0097; 0; 175
0.0416493; 9.09091; 176
0.0660097; 0; 176
0.104618; 0; 176
0.165809; 4.54545; 176
0.262789; 0; 176
0.416493; 9.09091; 176
0.660097; 0; 176
1.04618; 4.54545; 176
1.65809; 13.6364; 176
2.62789; 18.1818; 176
4.16493; 13.6364; 176
6.60097; 18.1818; 176
10.4618; 9.09091; 176
16.5809; 0; 176
26.2789; 0; 176
41.6493; 0; 176
66.0097; 0; 176
0.0416493; 0; 177
0.0660097; 4.7619; 177
0.104618; 0; 177
0.165809; 0; 177
0.262789; 9.52381; 177
0.416493; 0; 177
0.660097; 0; 177
1.04618; 9.52381; 177
1.65809; 19.0476; 177
2.62789; 9.52381; 177
4.16493; 28.5714; 177
6.60097; 19.0476; 177
10.4618; 0; 177
16.5809; 0; 177
26.2789; 0; 177
41.6493; 0; 177
66.0097; 0; 177
0.0416493; 20; 178
0.0660097; 0; 178
0.104618; 0; 178
0.165809; 5; 178
0.262789; 0; 178
0.416493; 0; 178
0.660097; 0; 178
1.04618; 0; 178
1.65809; 10; 178
2.62789; 5; 178
4.16493; 30; 178
6.60097; 25; 178
10.4618; 5; 178
16.5809; 0; 178
26.2789; 0; 178
41.6493; 0; 178
66.0097; 0; 178
0.0416493; 4.7619; 179
0.0660097; 4.7619; 179
0.104618; 0; 179
0.165809; 0; 179
0.262789; 0; 179
0.416493; 9.52381; 179
0.660097; 0; 179
1.04618; 4.7619; 179
1.65809; 9.52381; 179
2.62789; 19.0476; 179
4.16493; 23.8095; 179
6.60097; 19.0476; 179
10.4618; 4.7619; 179
16.5809; 0; 179
26.2789; 0; 179
41.6493; 0; 179
66.0097; 0; 179
0.0416493; 0; 180
0.0660097; 13.0435; 180
0.104618; 4.34783; 180
0.165809; 0; 180
0.262789; 0; 180
0.416493; 4.34783; 180
0.660097; 0; 180
1.04618; 0; 180
1.65809; 4.34783; 180
2.62789; 43.4783; 180
4.16493; 17.3913; 180
6.60097; 4.34783; 180
10.4618; 8.69565; 180
16.5809; 0; 180
26.2789; 0; 180
41.6493; 0; 180
66.0097; 0; 180
0.0416493; 0; 181
0.0660097; 0; 181
0.104618; 0; 181
0.165809; 5.88235; 181
0.262789; 5.88235; 181
0.416493; 5.88235; 181
0.660097; 0; 181
1.04618; 0; 181
1.65809; 5.88235; 181
2.62789; 11.7647; 181
4.16493; 35.2941; 181
6.60097; 23.5294; 181
10.4618; 5.88235; 181
16.5809; 0; 181
26.2789; 0; 181
41.6493; 0; 181
66.0097; 0; 181
0.0416493; 5; 182
0.0660097; 0; 182
0.104618; 0; 182
0.165809; 0; 182
0.262789; 0; 182
0.416493; 5; 182
0.660097; 15; 182
1.04618; 5; 182
1.65809; 10; 182
2.62789; 5; 182
4.16493; 15; 182
6.60097; 35; 182
10.4618; 5; 182
16.5809; 0; 182
26.2789; 0; 182
41.6493; 0; 182
66.0097; 0; 182
0.0416493; 8.69565; 183
0.0660097; 8.69565; 183
0.104618; 0; 183
0.165809; 0; 183
0.262789; 0; 183
0.416493; 0; 183
0.660097; 0; 183
1.04618; 4.34783; 183
1.65809; 13.0435; 183
2.62789; 26.087; 183
4.16493; 21.7391; 183
6.60097; 13.0435; 183
10.4618; 4.34783; 183
16.5809; 0; 183
26.2789; 0; 183
41.6493; 0; 183
66.0097; 0; 183
0.0416493; 22.2222; 184
0.0660097; 0; 184
0.104618; 0; 184
0.165809; 5.55556; 184
0.262789; 5.55556; 184
0.416493; 0; 184
0.660097; 22.2222; 184
1.04618; 0; 184
1.65809; 0; 184
2.62789; 0; 184
4.16493; 0; 184
6.60097; 27.7778; 184
10.4618; 11.1111; 184
16.5809; 5.55556; 184
26.2789; 0; 184
41.6493; 0; 184
66.0097; 0; 184
0.0416493; 6.89655; 185
0.0660097; 6.89655; 185
0.104618; 0; 185
0.165809; 3.44828; 185
0.262789; 0; 185
0.416493; 6.89655; 185
0.660097; 13.7931; 185
1.04618; 3.44828; 185
1.65809; 13.7931; 185
2.62789; 24.1379; 185
4.16493; 10.3448; 185
6.60097; 3.44828; 185
10.4618; 6.89655; 185
16.5809; 0; 185
26.2789; 0; 185
41.6493; 0; 185
66.0097; 0; 185
0.0416493; 7.40741; 186
0.0660097; 0; 186
0.104618; 0; 186
0.165809; 3.7037; 186
0.262789; 3.7037; 186
0.416493; 3.7037; 186
0.660097; 7.40741; 186
1.04618; 7.40741; 186
1.65809; 7.40741; 186
2.62789; 29.6296; 186
4.16493; 18.5185; 186
6.60097; 11.1111; 186
10.4618; 0; 186
16.5809; 0; 186
26.2789; 0; 186
41.6493; 0; 186
66.0097; 0; 186
0.0416493; 8.33333; 187
0.0660097; 0; 187
0.104618; 4.16667; 187
0.165809; 0; 187
0.262789; 0; 187
0.416493; 8.33333; 187
0.660097; 0; 187
1.04618; 4.16667; 187
1.65809; 12.5; 187
2.62789; 16.6667; 187
4.16493; 29.1667; 187
6.60097; 16.6667; 187
10.4618; 0; 187
16.5809; 0; 187
26.2789; 0; 187
41.6493; 0; 187
66.0097; 0; 187
0.0416493; 4.16667; 188
0.0660097; 4.16667; 188
0.104618; 0; 188
0.165809; 4.16667; 188
0.262789; 0; 188
0.416493; 4.16667; 188
0.660097; 0; 188
1.04618; 8.33333; 188
1.65809; 12.5; 188
2.62789; 16.6667; 188
4.16493; 37.5; 188
6.60097; 8.33333; 188
10.4618; 0; 188
16.5809; 0; 188
26.2789; 0; 188
41.6493; 0; 188
66.0097; 0; 188
0.0416493; 4.34783; 189
0.0660097; 0; 189
0.104618; 0; 189
0.165809; 4.34783; 189
0.262789; 4.34783; 189
0.416493; 0; 189
0.660097; 4.34783; 189
1.04618; 4.34783; 189
1.65809; 8.69565; 189
2.62789; 17.3913; 189
4.16493; 30.4348; 189
6.60097; 21.7391; 189
10.4618; 0; 189
16.5809; 0; 189
26.2789; 0; 189
41.6493; 0; 189
66.0097; 0; 189
0.0416493; 16.6667; 190
0.0660097; 4.16667; 190
0.104618; 0; 190
0.165809; 0; 190
0.262789; 0; 190
0.416493; 4.16667; 190
0.660097; 8.33333; 190
1.04618; 0; 190
1.65809; 4.16667; 190
2.62789; 20.8333; 190
4.16493; 12.5; 190
6.60097; 25; 190
10.4618; 4.16667; 190
16.5809; 0; 190
26.2789; 0; 190
41.6493; 0; 190
