Nvariety;Reference;Data;Specie
16;Elias et al, 2000;1997;Manioc
15;Elias et al, 2000;1997;Manioc
14;Elias et al, 2000;1997;Manioc
12;Elias et al, 2000;1997;Manioc
12;Elias et al, 2000;1997;Manioc
11;Elias et al, 2000;1997;Manioc
11;Elias et al, 2000;1997;Manioc
11;Elias et al, 2000;1997;Manioc
10;Elias et al, 2000;1997;Manioc
10;Elias et al, 2000;1997;Manioc
9;Elias et al, 2000;1997;Manioc
7;Elias et al, 2000;1997;Manioc
6;Elias et al, 2000;1997;Manioc
6;Elias et al, 2000;1997;Manioc
7;Fraser et al, 2012. Água Azul;2006;Manioc
6;Fraser et al, 2012. Água Azul;2006;Manioc
6;Fraser et al, 2012. Água Azul;2006;Manioc
5;Fraser et al, 2012. Água Azul;2006;Manioc
5;Fraser et al, 2012. Água Azul;2006;Manioc
4;Fraser et al, 2012. Água Azul;2006;Manioc
4;Fraser et al, 2012. Água Azul;2006;Manioc
4;Fraser et al, 2012. Água Azul;2006;Manioc
4;Fraser et al, 2012. Água Azul;2006;Manioc
3;Fraser et al, 2012. Água Azul;2006;Manioc
3;Fraser et al, 2012. Água Azul;2006;Manioc
3;Fraser et al, 2012. Água Azul;2006;Manioc
3;Fraser et al, 2012. Água Azul;2006;Manioc
3;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
2;Fraser et al, 2012. Água Azul;2006;Manioc
1;Fraser et al, 2012. Água Azul;2006;Manioc
1;Fraser et al, 2012. Água Azul;2006;Manioc
1;Fraser et al, 2012. Água Azul;2006;Manioc
6;Fraser et al, 2012. Barro Alto;2006;Manioc
6;Fraser et al, 2012. Barro Alto;2006;Manioc
5;Fraser et al, 2012. Barro Alto;2006;Manioc
5;Fraser et al, 2012. Barro Alto;2006;Manioc
5;Fraser et al, 2012. Barro Alto;2006;Manioc
5;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
4;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
3;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
2;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
1;Fraser et al, 2012. Barro Alto;2006;Manioc
10;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
8;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
8;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
6;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
6;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
6;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
6;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
5;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
4;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
3;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
2;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
1;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
1;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
1;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
1;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
1;Fraser et al, 2012. Barreira do Capanã;2006;Manioc
12;Fraser et al, 2012. Vista Alegre;2006;Manioc
9;Fraser et al, 2012. Vista Alegre;2006;Manioc
8;Fraser et al, 2012. Vista Alegre;2006;Manioc
8;Fraser et al, 2012. Vista Alegre;2006;Manioc
6;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
5;Fraser et al, 2012. Vista Alegre;2006;Manioc
4;Fraser et al, 2012. Vista Alegre;2006;Manioc
4;Fraser et al, 2012. Vista Alegre;2006;Manioc
4;Fraser et al, 2012. Vista Alegre;2006;Manioc
4;Fraser et al, 2012. Vista Alegre;2006;Manioc
3;Fraser et al, 2012. Vista Alegre;2006;Manioc
3;Fraser et al, 2012. Vista Alegre;2006;Manioc
3;Fraser et al, 2012. Vista Alegre;2006;Manioc
3;Fraser et al, 2012. Vista Alegre;2006;Manioc
3;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
2;Fraser et al, 2012. Vista Alegre;2006;Manioc
1;Fraser et al, 2012. Vista Alegre;2006;Manioc
1;Fraser et al, 2012. Vista Alegre;2006;Manioc
7;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
6;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
5;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
5;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
5;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
4;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
4;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
4;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
3;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
3;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
3;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
3;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
3;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
2;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
2;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
2;Fraser et al, 2012. Água Azul floodplain;2006;Manioc
