### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
720; 24.442; 4.27028; 64
730; 24.444; 4.26941; 64
740; 24.456; 4.26791; 64
750; 24.466; 4.26634; 64
760; 24.47; 4.26419; 64
770; 24.48; 4.26319; 64
780; 24.482; 4.26194; 64
790; 24.484; 4.26175; 64
800; 24.498; 4.26053; 64
810; 24.508; 4.25934; 64
820; 24.516; 4.25875; 64
830; 24.514; 4.258; 64
840; 24.52; 4.25766; 64
850; 24.526; 4.25747; 64
860; 24.538; 4.25706; 64
870; 24.53; 4.255; 64
880; 24.534; 4.25463; 64
890; 24.538; 4.25322; 64
900; 24.534; 4.25228; 64
910; 24.538; 4.25216; 64
920; 24.548; 4.25131; 64
930; 24.55; 4.25078; 64
940; 24.538; 4.25016; 64
950; 24.56; 4.24994; 64
960; 24.564; 4.24869; 64
970; 24.57; 4.24775; 64
980; 24.58; 4.24644; 64
990; 24.576; 4.24563; 64
0; 49.816; 40.1402; 81
10; 49.822; 34.0326; 81
20; 49.892; 28.2204; 81
30; 49.844; 22.6543; 81
40; 48.702; 17.2869; 81
50; 45.444; 12.2778; 81
60; 40.244; 8.34561; 81
70; 35.036; 6.10412; 81
80; 30.148; 5.1797; 81
90; 27.176; 4.84682; 81
100; 26.252; 4.70037; 81
110; 25.858; 4.62891; 81
120; 25.7; 4.59067; 81
130; 25.606; 4.57215; 81
140; 25.54; 4.56175; 81
150; 25.53; 4.5558; 81
160; 25.508; 4.55161; 81
170; 25.51; 4.54956; 81
180; 25.51; 4.5479; 81
190; 25.512; 4.54595; 81
200; 25.522; 4.5442; 81
210; 25.526; 4.54267; 81
220; 25.526; 4.54106; 81
230; 25.526; 4.54039; 81
240; 25.54; 4.5398; 81
250; 25.554; 4.53918; 81
260; 25.556; 4.53805; 81
270; 25.564; 4.53755; 81
280; 25.568; 4.53741; 81
290; 25.578; 4.53686; 81
300; 25.566; 4.53644; 81
310; 25.582; 4.53595; 81
320; 25.578; 4.5356; 81
330; 25.582; 4.53479; 81
340; 25.586; 4.53447; 81
350; 25.592; 4.53422; 81
360; 25.604; 4.53397; 81
370; 25.602; 4.53373; 81
380; 25.614; 4.53316; 81
390; 25.606; 4.53296; 81
