### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 500, TIMEINTERVAL = 5, NRUN = 500 ###

Type;Source;Target;Time
1;6;6;4
0;3;1;4
1;23;23;4
1;27;27;4
0;14;12;4
1;19;19;4
1;5;5;4
0;48;0;4
1;45;45;4
1;44;44;4
1;30;30;4
0;14;15;4
0;14;16;4
0;39;38;4
1;7;7;4
1;41;41;4
1;42;42;4
1;34;34;4
1;36;36;4
1;37;37;4
1;4;4;4
0;20;21;4
1;11;11;4
0;27;25;4
0;20;22;4
0;14;13;4
1;39;39;4
0;27;28;4
0;27;26;4
0;27;29;4
1;46;46;4
0;30;32;4
1;17;17;4
1;24;24;4
1;9;9;4
1;18;18;4
1;35;35;4
1;8;8;4
0;41;43;4
1;14;14;4
1;20;20;4
1;48;48;4
1;10;10;4
1;3;3;4
0;30;31;4
1;47;47;4
1;27;27;5
1;46;46;5
0;3;1;5
0;14;12;5
0;18;19;5
1;48;48;5
0;20;22;5
0;14;16;5
0;30;31;5
0;41;43;5
0;34;33;5
0;27;26;5
0;27;29;5
0;41;42;5
0;20;21;5
1;35;35;5
0;27;25;5
1;4;4;5
0;47;0;5
1;8;8;5
1;36;36;5
0;41;40;5
1;18;18;5
0;37;38;5
0;27;28;5
1;30;30;5
1;6;6;5
0;30;32;5
1;5;5;5
1;44;44;5
1;24;24;5
1;47;47;5
1;37;37;5
1;41;41;5
1;17;17;5
1;2;2;5
1;23;23;5
1;20;20;5
1;45;45;5
1;9;9;5
0;14;15;5
1;7;7;5
0;41;39;5
1;11;11;5
1;34;34;5
1;14;14;5
0;14;13;5
1;10;10;5
1;3;3;5
0;14;15;6
0;37;35;6
1;6;6;6
1;18;18;6
1;3;3;6
0;20;19;6
0;30;31;6
1;27;27;6
1;11;11;6
1;30;30;6
0;37;38;6
1;34;34;6
1;24;24;6
1;48;48;6
1;42;42;6
0;47;0;6
1;44;44;6
1;10;10;6
0;14;16;6
1;46;46;6
0;14;13;6
1;8;8;6
1;2;2;6
1;40;40;6
1;20;20;6
1;9;9;6
0;27;29;6
0;14;12;6
1;17;17;6
1;37;37;6
1;7;7;6
0;41;43;6
0;3;1;6
1;41;41;6
0;30;32;6
1;36;36;6
1;45;45;6
0;20;22;6
1;33;33;6
0;27;26;6
1;23;23;6
1;47;47;6
1;14;14;6
0;27;28;6
1;4;4;6
1;5;5;6
1;39;39;6
0;27;25;6
0;20;21;6
1;41;41;7
0;3;1;7
1;23;23;7
1;6;6;7
0;47;0;7
0;41;40;7
1;11;11;7
0;14;12;7
0;20;21;7
1;46;46;7
1;3;3;7
0;27;26;7
0;27;25;7
1;45;45;7
1;35;35;7
0;41;42;7
1;20;20;7
1;4;4;7
1;48;48;7
0;30;31;7
1;34;34;7
1;18;18;7
1;44;44;7
0;37;38;7
1;30;30;7
1;47;47;7
0;27;28;7
1;17;17;7
0;41;43;7
0;27;29;7
1;27;27;7
1;37;37;7
1;33;33;7
0;41;39;7
0;12;10;7
0;14;13;7
1;2;2;7
0;30;32;7
0;18;19;7
1;36;36;7
1;8;8;7
0;20;22;7
0;14;16;7
1;9;9;7
1;5;5;7
1;24;24;7
1;7;7;7
1;14;14;7
0;14;15;7
0;20;21;8
1;48;48;8
0;27;26;8
0;14;16;8
0;14;13;8
1;41;41;8
1;42;42;8
1;2;2;8
1;35;35;8
1;33;33;8
1;30;30;8
1;27;27;8
1;23;23;8
1;44;44;8
0;14;12;8
0;13;11;8
1;4;4;8
0;45;46;8
1;32;32;8
0;27;25;8
1;17;17;8
1;34;34;8
1;20;20;8
0;20;19;8
0;12;10;8
1;5;5;8
0;30;31;8
1;7;7;8
0;41;39;8
0;45;47;8
1;37;37;8
0;27;28;8
0;20;22;8
1;45;45;8
1;3;3;8
1;24;24;8
0;41;40;8
0;14;15;8
1;18;18;8
1;36;36;8
0;3;1;8
1;6;6;8
0;37;38;8
0;41;43;8
0;27;29;8
0;47;0;8
1;8;8;8
1;9;9;8
1;14;14;8
1;8;8;9
1;5;5;9
1;20;20;9
1;2;2;9
0;14;12;9
1;33;33;9
0;20;21;9
1;37;37;9
1;36;36;9
0;41;40;9
0;47;0;9
1;45;45;9
1;27;27;9
0;47;48;9
1;17;17;9
0;41;39;9
0;20;19;9
0;41;43;9
1;24;24;9
1;23;23;9
0;27;29;9
1;9;9;9
1;3;3;9
0;37;35;9
1;32;32;9
1;18;18;9
1;14;14;9
0;14;15;9
0;12;10;9
0;37;38;9
1;42;42;9
1;34;34;9
0;2;1;9
1;30;30;9
0;27;28;9
0;45;46;9
1;41;41;9
1;4;4;9
0;13;11;9
1;44;44;9
1;6;6;9
0;14;16;9
1;7;7;9
0;27;26;9
0;30;31;9
0;27;25;9
0;14;13;9
1;47;47;9
0;20;22;9
0;41;43;10
1;36;36;10
0;14;15;10
0;14;16;10
1;2;2;10
0;27;26;10
1;47;47;10
0;20;22;10
1;7;7;10
0;47;48;10
1;18;18;10
0;14;13;10
1;10;10;10
1;11;11;10
0;41;39;10
1;33;33;10
0;2;1;10
1;24;24;10
1;14;14;10
0;45;46;10
0;30;31;10
1;41;41;10
1;42;42;10
0;47;0;10
1;37;37;10
1;20;20;10
0;27;25;10
1;4;4;10
1;45;45;10
1;23;23;10
1;6;6;10
1;44;44;10
0;20;21;10
1;17;17;10
1;30;30;10
0;20;19;10
1;27;27;10
1;9;9;10
1;5;5;10
0;41;40;10
0;37;38;10
1;32;32;10
0;6;8;10
0;27;29;10
0;14;12;10
0;27;28;10
1;34;34;10
0;37;35;10
1;3;3;10
0;45;46;11
1;9;9;11
1;36;36;11
1;45;45;11
1;32;32;11
1;10;10;11
0;41;39;11
1;14;14;11
1;30;30;11
0;6;8;11
1;33;33;11
0;29;31;11
0;27;28;11
1;41;41;11
1;7;7;11
1;5;5;11
0;47;0;11
1;47;47;11
1;4;4;11
0;27;25;11
0;27;29;11
0;14;16;11
1;42;42;11
1;27;27;11
0;14;12;11
1;24;24;11
1;34;34;11
1;3;3;11
0;20;19;11
1;20;20;11
0;20;21;11
0;13;11;11
1;37;37;11
0;37;38;11
1;44;44;11
1;18;18;11
1;23;23;11
0;41;43;11
0;2;1;11
1;17;17;11
0;27;26;11
0;20;22;11
0;14;13;11
1;6;6;11
0;37;35;11
1;2;2;11
0;14;15;11
0;47;48;11
0;41;40;11
0;14;16;12
0;14;12;12
0;45;44;12
1;18;18;12
0;27;28;12
0;20;21;12
1;4;4;12
1;9;9;12
1;24;24;12
1;7;7;12
1;45;45;12
1;20;20;12
0;41;39;12
1;27;27;12
0;41;40;12
1;35;35;12
0;27;26;12
1;41;41;12
1;11;11;12
1;32;32;12
1;36;36;12
1;23;23;12
0;20;22;12
0;2;1;12
1;10;10;12
0;45;46;12
0;27;25;12
0;47;48;12
1;14;14;12
0;27;29;12
1;37;37;12
0;20;19;12
1;2;2;12
0;41;43;12
1;30;30;12
0;37;38;12
1;17;17;12
0;6;8;12
1;6;6;12
1;3;3;12
0;29;31;12
1;5;5;12
0;14;15;12
1;47;47;12
1;42;42;12
0;47;0;12
1;33;33;12
0;14;13;12
1;34;34;12
1;5;5;13
1;10;10;13
0;18;17;13
0;14;13;13
1;24;24;13
1;33;33;13
1;29;29;13
0;41;43;13
0;14;12;13
0;27;25;13
1;9;9;13
0;47;0;13
1;41;41;13
1;42;42;13
0;2;3;13
1;37;37;13
0;27;28;13
0;6;7;13
0;20;19;13
1;36;36;13
0;14;16;13
0;45;46;13
1;32;32;13
0;14;15;13
1;34;34;13
1;14;14;13
1;4;4;13
0;47;48;13
0;6;8;13
1;47;47;13
1;27;27;13
0;2;1;13
0;20;22;13
1;18;18;13
0;37;38;13
0;13;11;13
1;45;45;13
1;35;35;13
1;23;23;13
0;45;44;13
0;27;26;13
1;30;30;13
1;2;2;13
0;29;31;13
0;41;40;13
0;41;39;13
1;20;20;13
1;6;6;13
0;20;21;13
1;33;33;14
0;45;47;14
1;11;11;14
1;10;10;14
1;6;6;14
0;45;43;14
0;18;19;14
0;20;21;14
1;30;30;14
0;2;1;14
1;27;27;14
0;47;0;14
0;47;48;14
1;24;24;14
1;23;23;14
1;14;14;14
0;45;44;14
0;14;16;14
0;14;12;14
1;4;4;14
0;27;28;14
0;27;25;14
0;6;8;14
1;9;9;14
0;6;7;14
1;18;18;14
1;35;35;14
1;34;34;14
1;2;2;14
0;20;22;14
0;29;31;14
1;29;29;14
0;27;26;14
0;41;39;14
1;3;3;14
1;32;32;14
0;37;38;14
1;37;37;14
0;45;46;14
1;20;20;14
1;42;42;14
0;14;13;14
1;5;5;14
0;14;15;14
0;18;17;14
0;42;40;14
1;36;36;14
1;41;41;14
1;45;45;14
0;45;46;15
0;29;31;15
0;41;43;15
1;9;9;15
1;2;2;15
0;27;25;15
1;29;29;15
0;47;48;15
0;14;13;15
0;6;7;15
0;6;8;15
0;27;26;15
1;45;45;15
1;23;23;15
1;44;44;15
0;2;1;15
1;14;14;15
1;36;36;15
1;35;35;15
1;41;41;15
1;42;42;15
0;27;28;15
0;41;40;15
0;14;15;15
1;32;32;15
1;34;34;15
0;20;21;15
1;18;18;15
1;6;6;15
1;17;17;15
0;37;38;15
1;37;37;15
0;20;19;15
0;14;12;15
1;30;30;15
0;47;0;15
1;10;10;15
0;14;16;15
1;20;20;15
0;13;11;15
1;3;3;15
1;27;27;15
1;47;47;15
0;20;22;15
0;34;33;15
0;41;39;15
0;6;5;15
1;24;24;15
0;6;4;15
0;34;33;16
0;14;13;16
0;45;46;16
1;24;24;16
0;20;21;16
0;41;39;16
1;27;27;16
1;41;41;16
1;23;23;16
0;14;12;16
1;15;15;16
1;29;29;16
0;20;22;16
1;47;47;16
1;30;30;16
0;6;7;16
1;2;2;16
1;4;4;16
0;27;28;16
1;14;14;16
0;37;38;16
0;47;0;16
1;20;20;16
0;14;16;16
1;9;9;16
1;45;45;16
1;18;18;16
1;34;34;16
0;6;5;16
1;32;32;16
1;35;35;16
1;10;10;16
0;42;40;16
0;47;48;16
0;29;31;16
0;20;19;16
0;34;36;16
1;11;11;16
0;6;8;16
1;42;42;16
0;2;1;16
0;45;43;16
0;27;26;16
1;37;37;16
0;27;25;16
1;6;6;16
0;2;3;16
1;44;44;16
1;17;17;16
1;3;3;17
1;27;27;17
1;34;34;17
0;41;40;17
1;44;44;17
0;20;22;17
1;47;47;17
0;27;28;17
1;42;42;17
1;18;18;17
0;29;31;17
0;27;29;17
0;41;39;17
0;45;46;17
1;24;24;17
1;17;17;17
0;27;25;17
0;37;38;17
1;45;45;17
0;6;8;17
0;6;7;17
0;47;0;17
1;14;14;17
1;37;37;17
0;6;4;17
1;6;6;17
1;9;9;17
0;14;12;17
0;2;1;17
0;47;48;17
0;41;43;17
0;34;36;17
1;32;32;17
0;14;13;17
0;34;33;17
0;18;16;17
0;20;21;17
0;34;35;17
0;6;5;17
1;15;15;17
0;13;11;17
1;23;23;17
1;10;10;17
1;2;2;17
0;27;26;17
1;20;20;17
1;41;41;17
0;20;19;17
1;30;30;17
1;14;14;18
0;45;46;18
1;42;42;18
0;13;11;18
1;20;20;18
0;14;12;18
0;14;13;18
1;2;2;18
1;40;40;18
0;11;10;18
1;23;23;18
1;27;27;18
0;27;29;18
1;41;41;18
0;27;28;18
1;24;24;18
0;7;9;18
1;34;34;18
0;20;21;18
1;3;3;18
0;2;1;18
1;48;48;18
0;34;36;18
1;17;17;18
1;18;18;18
0;18;19;18
0;27;25;18
0;29;31;18
0;6;7;18
1;47;47;18
0;34;33;18
0;47;0;18
1;6;6;18
0;20;22;18
0;27;26;18
1;30;30;18
1;44;44;18
1;45;45;18
0;18;16;18
0;6;4;18
0;6;8;18
0;34;35;18
0;45;43;18
0;37;38;18
1;37;37;18
0;6;5;18
1;32;32;18
1;15;15;18
0;41;39;18
1;24;24;19
0;27;25;19
0;20;19;19
1;37;37;19
1;48;48;19
0;45;46;19
1;3;3;19
0;29;31;19
0;7;9;19
1;2;2;19
1;40;40;19
1;43;43;19
0;14;12;19
0;34;33;19
1;41;41;19
1;20;20;19
0;40;38;19
1;27;27;19
0;27;29;19
1;42;42;19
1;45;45;19
0;8;10;19
0;6;8;19
1;44;44;19
1;14;14;19
0;6;4;19
1;6;6;19
0;13;11;19
0;20;22;19
0;48;1;19
0;47;0;19
0;6;5;19
1;34;34;19
0;6;7;19
0;14;16;19
1;18;18;19
1;30;30;19
1;35;35;19
1;23;23;19
0;34;36;19
0;27;26;19
1;47;47;19
1;15;15;19
1;39;39;19
0;14;13;19
0;20;21;19
1;17;17;19
0;27;28;19
1;32;32;19
0;20;22;20
1;32;32;20
1;37;37;20
0;27;28;20
1;44;44;20
0;45;46;20
0;47;0;20
1;9;9;20
1;15;15;20
0;6;5;20
0;27;25;20
1;41;41;20
0;6;8;20
0;6;7;20
1;17;17;20
1;34;34;20
0;20;19;20
0;34;35;20
0;14;12;20
0;14;16;20
0;27;26;20
1;20;20;20
1;40;40;20
0;6;4;20
1;3;3;20
0;27;29;20
1;27;27;20
0;20;21;20
1;24;24;20
1;14;14;20
0;34;33;20
0;40;38;20
1;42;42;20
0;14;13;20
1;48;48;20
1;45;45;20
1;23;23;20
0;34;36;20
1;2;2;20
0;29;31;20
1;39;39;20
1;47;47;20
1;30;30;20
1;18;18;20
1;11;11;20
1;43;43;20
1;6;6;20
0;48;1;20
0;8;10;20
0;3;1;21
1;39;39;21
1;45;45;21
0;20;21;21
1;43;43;21
1;23;23;21
0;45;46;21
0;40;38;21
0;34;33;21
0;6;4;21
0;20;19;21
1;44;44;21
1;24;24;21
0;6;7;21
1;5;5;21
1;27;27;21
0;14;16;21
0;14;12;21
1;2;2;21
1;40;40;21
1;3;3;21
0;27;28;21
1;15;15;21
0;34;32;21
1;6;6;21
0;47;48;21
1;17;17;21
0;27;29;21
1;18;18;21
0;27;25;21
0;29;31;21
1;20;20;21
1;42;42;21
1;14;14;21
0;20;22;21
0;27;26;21
1;47;47;21
1;34;34;21
1;37;37;21
0;6;8;21
1;30;30;21
0;34;35;21
0;47;0;21
0;14;13;21
1;11;11;21
0;11;9;21
1;10;10;21
0;34;36;21
1;41;41;21
1;14;14;22
1;23;23;22
1;20;20;22
1;5;5;22
0;34;35;22
0;20;21;22
1;25;25;22
0;34;36;22
0;48;1;22
0;18;16;22
0;34;33;22
0;27;28;22
1;9;9;22
1;44;44;22
0;20;22;22
1;31;31;22
1;47;47;22
1;17;17;22
0;47;0;22
0;45;46;22
1;34;34;22
1;41;41;22
0;27;26;22
0;40;38;22
1;10;10;22
1;37;37;22
0;6;4;22
1;30;30;22
1;6;6;22
0;27;29;22
1;11;11;22
0;14;12;22
0;17;15;22
1;39;39;22
0;14;13;22
1;42;42;22
1;3;3;22
0;20;19;22
1;18;18;22
1;43;43;22
1;45;45;22
0;6;8;22
1;40;40;22
1;24;24;22
1;27;27;22
1;48;48;22
1;2;2;22
0;34;32;22
0;6;7;22
1;34;34;23
0;34;36;23
1;44;44;23
0;27;29;23
1;45;45;23
1;10;10;23
0;14;13;23
0;20;21;23
0;30;31;23
1;2;2;23
0;6;7;23
1;5;5;23
1;20;20;23
1;24;24;23
1;14;14;23
0;18;16;23
1;17;17;23
0;6;4;23
1;48;48;23
1;27;27;23
1;18;18;23
1;30;30;23
1;47;47;23
1;11;11;23
0;6;8;23
0;20;19;23
1;3;3;23
1;37;37;23
0;27;26;23
0;34;33;23
0;34;35;23
0;34;32;23
1;39;39;23
0;17;15;23
0;47;0;23
1;42;42;23
1;41;41;23
1;25;25;23
1;6;6;23
0;14;12;23
0;27;28;23
1;9;9;23
1;23;23;23
0;45;46;23
0;20;22;23
0;40;38;23
1;43;43;23
0;48;1;23
1;40;40;23
1;17;17;24
0;20;22;24
0;34;35;24
1;9;9;24
0;40;38;24
1;34;34;24
0;34;36;24
1;48;48;24
1;14;14;24
0;45;46;24
0;14;12;24
0;18;16;24
1;45;45;24
1;42;42;24
1;27;27;24
1;37;37;24
0;47;0;24
1;47;47;24
1;20;20;24
0;27;29;24
0;27;28;24
1;44;44;24
0;34;33;24
0;48;1;24
0;6;8;24
0;30;31;24
1;25;25;24
0;34;32;24
0;41;39;24
0;20;21;24
0;20;19;24
1;2;2;24
1;41;41;24
0;14;13;24
1;30;30;24
0;6;4;24
0;6;7;24
1;3;3;24
0;27;26;24
1;6;6;24
1;5;5;24
1;15;15;24
1;40;40;24
1;23;23;24
1;43;43;24
1;18;18;24
1;24;24;24
1;11;11;24
1;10;10;24
0;45;46;25
0;27;28;25
0;17;15;25
1;14;14;25
0;37;38;25
1;47;47;25
0;6;4;25
0;48;1;25
1;16;16;25
1;42;42;25
1;48;48;25
0;30;31;25
0;14;12;25
1;24;24;25
1;11;11;25
1;37;37;25
0;6;7;25
0;34;32;25
1;6;6;25
0;11;10;25
1;0;0;25
1;19;19;25
1;45;45;25
0;20;22;25
0;34;33;25
1;25;25;25
0;41;39;25
1;41;41;25
1;2;2;25
0;27;29;25
0;20;21;25
1;17;17;25
1;44;44;25
0;11;9;25
0;27;26;25
1;27;27;25
0;34;35;25
1;40;40;25
1;20;20;25
1;3;3;25
1;34;34;25
1;43;43;25
1;30;30;25
1;5;5;25
1;23;23;25
0;34;36;25
1;13;13;25
0;6;8;25
1;18;18;25
0;25;24;26
1;40;40;26
1;47;47;26
0;6;7;26
0;34;33;26
1;37;37;26
0;47;0;26
0;25;26;26
1;9;9;26
0;3;1;26
1;6;6;26
0;17;16;26
0;41;39;26
0;34;35;26
1;44;44;26
1;19;19;26
0;34;36;26
1;5;5;26
0;20;22;26
0;27;29;26
0;14;12;26
0;30;31;26
1;11;11;26
1;25;25;26
1;18;18;26
0;37;38;26
0;34;32;26
0;3;2;26
1;10;10;26
1;48;48;26
1;27;27;26
1;42;42;26
1;13;13;26
1;14;14;26
0;27;28;26
1;23;23;26
1;34;34;26
1;45;45;26
1;41;41;26
1;3;3;26
0;20;21;26
0;17;15;26
1;30;30;26
1;43;43;26
0;6;4;26
1;20;20;26
1;17;17;26
0;45;46;26
0;6;8;26
0;34;36;27
0;20;19;27
0;6;4;27
0;37;38;27
0;25;24;27
1;27;27;27
1;14;14;27
1;2;2;27
1;11;11;27
1;42;42;27
1;34;34;27
0;34;33;27
0;11;10;27
1;37;37;27
1;0;0;27
1;32;32;27
0;6;8;27
0;48;1;27
1;23;23;27
1;30;30;27
1;20;20;27
1;40;40;27
0;14;12;27
1;41;41;27
0;20;21;27
0;20;22;27
1;48;48;27
1;29;29;27
0;6;7;27
1;45;45;27
1;6;6;27
0;27;28;27
1;35;35;27
0;30;31;27
1;3;3;27
0;41;39;27
0;45;46;27
1;17;17;27
0;17;15;27
1;9;9;27
1;25;25;27
1;13;13;27
0;6;5;27
1;16;16;27
1;47;47;27
1;43;43;27
1;18;18;27
1;44;44;27
0;25;26;27
0;30;28;28
1;5;5;28
1;34;34;28
1;25;25;28
1;0;0;28
1;18;18;28
1;37;37;28
0;6;8;28
0;34;33;28
0;6;7;28
1;30;30;28
0;20;22;28
0;25;26;28
1;43;43;28
1;24;24;28
1;17;17;28
0;34;32;28
0;30;31;28
0;37;39;28
1;20;20;28
1;6;6;28
1;10;10;28
1;27;27;28
0;45;46;28
0;20;19;28
1;14;14;28
1;9;9;28
1;44;44;28
1;40;40;28
0;30;29;28
1;47;47;28
0;3;2;28
0;17;15;28
0;34;36;28
1;13;13;28
0;48;1;28
0;14;12;28
1;11;11;28
0;37;38;28
1;48;48;28
1;45;45;28
1;3;3;28
1;41;41;28
0;20;21;28
1;23;23;28
1;35;35;28
1;42;42;28
0;6;4;28
1;16;16;28
1;45;45;29
1;20;20;29
1;40;40;29
1;43;43;29
0;3;2;29
1;11;11;29
0;20;22;29
0;35;33;29
0;6;8;29
0;30;28;29
1;24;24;29
1;30;30;29
0;3;1;29
0;6;5;29
1;14;14;29
0;14;12;29
1;39;39;29
0;35;37;29
0;6;4;29
1;29;29;29
1;27;27;29
0;11;10;29
0;16;15;29
0;20;19;29
1;17;17;29
1;48;48;29
0;45;46;29
1;3;3;29
1;34;34;29
0;6;7;29
0;20;21;29
1;6;6;29
1;47;47;29
1;23;23;29
0;25;26;29
1;35;35;29
1;25;25;29
0;30;31;29
0;37;38;29
0;35;36;29
1;18;18;29
1;16;16;29
1;41;41;29
0;11;9;29
1;13;13;29
0;43;44;29
1;32;32;29
1;42;42;29
1;0;0;29
0;6;8;30
1;40;40;30
1;0;0;30
0;37;39;30
1;14;14;30
0;43;44;30
1;45;45;30
0;6;4;30
1;32;32;30
1;30;30;30
1;18;18;30
1;10;10;30
0;37;38;30
1;42;42;30
1;7;7;30
1;25;25;30
0;17;15;30
0;3;2;30
0;14;12;30
0;30;28;30
1;23;23;30
0;35;37;30
1;20;20;30
0;35;33;30
0;20;22;30
0;3;1;30
1;47;47;30
1;6;6;30
1;43;43;30
0;45;46;30
1;13;13;30
1;35;35;30
1;29;29;30
1;27;27;30
1;3;3;30
1;24;24;30
0;25;26;30
1;16;16;30
0;35;36;30
1;11;11;30
1;9;9;30
1;34;34;30
0;20;21;30
0;20;19;30
1;5;5;30
0;30;31;30
1;48;48;30
1;41;41;30
1;17;17;30
1;24;24;31
1;40;40;31
0;11;10;31
1;3;3;31
1;18;18;31
1;39;39;31
1;41;41;31
1;13;13;31
1;9;9;31
0;25;26;31
1;6;6;31
0;35;36;31
0;6;5;31
1;17;17;31
1;34;34;31
1;30;30;31
1;42;42;31
1;45;45;31
0;3;2;31
1;16;16;31
1;20;20;31
1;25;25;31
0;45;46;31
0;3;1;31
0;37;38;31
1;29;29;31
1;7;7;31
0;32;31;31
1;0;0;31
1;11;11;31
0;30;28;31
0;35;33;31
0;14;12;31
0;20;19;31
0;6;8;31
1;23;23;31
0;6;4;31
1;27;27;31
0;43;44;31
1;35;35;31
0;20;22;31
1;14;14;31
0;35;37;31
1;43;43;31
1;48;48;31
1;47;47;31
1;32;32;31
0;17;15;31
0;20;21;31
1;23;23;32
0;24;26;32
1;17;17;32
0;3;2;32
0;35;33;32
0;20;22;32
1;20;20;32
1;10;10;32
1;47;47;32
0;35;36;32
1;25;25;32
0;35;37;32
0;20;19;32
0;17;15;32
1;48;48;32
0;37;38;32
1;5;5;32
0;43;44;32
1;0;0;32
1;18;18;32
0;37;39;32
0;43;41;32
1;7;7;32
0;32;31;32
1;9;9;32
0;20;21;32
1;43;43;32
1;29;29;32
1;6;6;32
1;35;35;32
1;14;14;32
1;13;13;32
1;11;11;32
1;16;16;32
0;3;1;32
1;24;24;32
1;27;27;32
1;34;34;32
0;14;12;32
0;30;28;32
1;30;30;32
0;43;45;32
1;32;32;32
1;42;42;32
0;6;4;32
1;3;3;32
1;8;8;32
0;45;46;32
0;43;41;33
0;3;2;33
1;11;11;33
1;29;29;33
1;48;48;33
1;30;30;33
0;6;5;33
1;24;24;33
0;20;21;33
1;14;14;33
1;17;17;33
0;35;37;33
0;43;45;33
0;37;38;33
1;47;47;33
0;16;15;33
0;20;19;33
0;6;4;33
1;18;18;33
0;43;42;33
1;35;35;33
1;39;39;33
1;16;16;33
1;43;43;33
1;32;32;33
1;8;8;33
1;23;23;33
0;43;44;33
0;30;28;33
0;47;46;33
0;35;34;33
0;11;10;33
0;24;26;33
1;9;9;33
1;27;27;33
1;3;3;33
0;32;31;33
0;35;36;33
1;25;25;33
1;20;20;33
0;48;1;33
0;20;22;33
1;7;7;33
0;47;0;33
1;13;13;33
0;14;12;33
1;6;6;33
0;35;33;33
0;27;28;34
0;24;26;34
0;20;19;34
1;13;13;34
1;43;43;34
1;8;8;34
0;17;15;34
0;35;33;34
1;29;29;34
0;6;4;34
0;35;37;34
1;5;5;34
1;34;34;34
0;24;25;34
0;42;40;34
1;27;27;34
0;43;44;34
1;18;18;34
1;23;23;34
0;20;21;34
1;10;10;34
1;20;20;34
1;17;17;34
