### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 500, TIMEINTERVAL = 5, NRUN = 500 ###

Type;Source;Target;Time
0;37;39;220
0;37;38;220
1;5;5;220
0;4;5;221
0;12;11;221
1;38;38;221
1;39;39;221
0;19;21;221
0;37;39;222
1;5;5;222
1;11;11;222
1;21;21;222
0;37;38;222
1;39;39;223
0;12;11;223
0;4;5;223
0;19;21;223
1;38;38;223
0;37;38;224
1;11;11;224
1;5;5;224
1;21;21;224
0;37;39;224
0;4;5;225
1;38;38;225
0;12;11;225
1;39;39;225
0;19;21;225
0;37;38;226
1;11;11;226
1;21;21;226
1;5;5;226
0;37;39;226
0;4;5;227
0;12;11;227
1;38;38;227
1;39;39;227
0;19;21;227
1;5;5;228
0;37;38;228
1;21;21;228
1;11;11;228
0;37;39;228
0;19;21;229
1;39;39;229
0;12;11;229
0;4;5;229
1;38;38;229
1;11;11;230
1;5;5;230
1;21;21;230
0;37;39;230
0;37;38;230
1;39;39;231
0;12;11;231
1;38;38;231
0;19;21;231
0;4;5;231
1;11;11;232
0;37;38;232
0;37;39;232
1;5;5;232
1;21;21;232
0;4;5;233
1;38;38;233
0;12;11;233
1;39;39;233
0;19;21;233
1;21;21;234
0;37;39;234
1;11;11;234
1;5;5;234
0;37;38;234
0;19;21;235
1;38;38;235
1;39;39;235
0;4;5;235
0;12;11;235
1;5;5;236
0;37;39;236
1;11;11;236
0;37;38;236
1;21;21;236
0;12;11;237
1;38;38;237
0;19;21;237
1;39;39;237
0;4;5;237
1;11;11;238
0;37;38;238
0;37;39;238
1;5;5;238
1;21;21;238
0;12;11;239
0;19;21;239
1;39;39;239
1;38;38;239
0;4;5;239
1;11;11;240
1;21;21;240
0;37;39;240
0;37;38;240
1;5;5;240
0;12;11;241
1;39;39;241
0;19;21;241
1;38;38;241
0;4;5;241
1;21;21;242
1;5;5;242
1;11;11;242
0;37;39;242
0;37;38;242
1;38;38;243
0;19;21;243
0;4;5;243
1;39;39;243
0;12;11;243
0;37;38;244
1;21;21;244
1;11;11;244
1;5;5;244
0;37;39;244
0;4;5;245
1;38;38;245
0;19;21;245
1;39;39;245
0;12;11;245
0;37;39;246
0;37;38;246
1;21;21;246
1;5;5;246
1;11;11;246
0;12;11;247
1;39;39;247
0;4;5;247
0;19;21;247
1;38;38;247
1;5;5;248
0;37;38;248
0;37;39;248
1;21;21;248
1;11;11;248
0;12;11;249
1;39;39;249
1;38;38;249
0;19;21;249
0;4;5;249
1;5;5;250
1;21;21;250
0;37;39;250
0;37;38;250
1;11;11;250
1;38;38;251
1;39;39;251
0;12;11;251
0;4;5;251
0;19;21;251
1;5;5;252
1;11;11;252
0;37;39;252
1;21;21;252
0;37;38;252
1;38;38;253
0;4;5;253
0;19;21;253
0;12;11;253
1;39;39;253
1;11;11;254
0;37;38;254
1;21;21;254
1;5;5;254
0;37;39;254
1;39;39;255
1;38;38;255
0;12;11;255
0;19;21;255
0;4;5;255
1;21;21;256
0;37;38;256
1;11;11;256
0;37;39;256
1;5;5;256
0;12;11;257
0;19;21;257
1;38;38;257
0;4;5;257
1;39;39;257
1;11;11;258
1;5;5;258
0;37;38;258
1;21;21;258
0;37;39;258
1;38;38;259
0;4;5;259
0;12;11;259
0;19;21;259
1;39;39;259
1;11;11;260
0;37;38;260
0;37;39;260
1;5;5;260
1;21;21;260
0;4;5;261
0;19;21;261
1;38;38;261
1;39;39;261
0;12;11;261
1;21;21;262
1;5;5;262
1;11;11;262
0;37;39;262
0;37;38;262
1;39;39;263
0;12;11;263
0;19;21;263
1;38;38;263
0;4;5;263
1;21;21;264
1;11;11;264
0;37;39;264
0;37;38;264
1;5;5;264
1;38;38;265
0;19;21;265
0;12;11;265
1;39;39;265
0;4;5;265
1;5;5;266
0;37;39;266
0;37;38;266
1;21;21;266
1;11;11;266
0;4;5;267
0;19;21;267
1;38;38;267
0;12;11;267
1;39;39;267
1;5;5;268
0;37;38;268
1;11;11;268
0;37;39;268
1;21;21;268
1;38;38;269
0;4;5;269
0;19;21;269
1;39;39;269
0;12;11;269
0;37;39;270
1;11;11;270
1;21;21;270
1;5;5;270
0;37;38;270
1;39;39;271
1;38;38;271
0;19;21;271
0;4;5;271
0;12;11;271
1;11;11;272
1;5;5;272
0;37;38;272
0;37;39;272
1;21;21;272
0;4;5;273
0;19;21;273
1;38;38;273
0;12;11;273
1;39;39;273
0;37;39;274
0;37;38;274
1;5;5;274
1;11;11;274
1;21;21;274
1;39;39;275
1;38;38;275
0;4;5;275
0;19;21;275
0;12;11;275
0;37;38;276
1;21;21;276
1;11;11;276
0;37;39;276
1;5;5;276
1;39;39;277
0;4;5;277
0;12;11;277
0;19;21;277
1;38;38;277
1;21;21;278
0;37;38;278
1;5;5;278
1;11;11;278
0;37;39;278
1;39;39;279
1;38;38;279
0;4;5;279
0;19;21;279
0;12;11;279
1;5;5;280
0;37;39;280
0;37;38;280
1;21;21;280
1;11;11;280
0;12;11;281
0;4;5;281
1;39;39;281
0;19;21;281
1;38;38;281
1;21;21;282
1;11;11;282
0;37;38;282
1;5;5;282
0;37;39;282
1;39;39;283
0;12;11;283
0;19;21;283
0;4;5;283
1;38;38;283
1;21;21;284
1;11;11;284
1;5;5;284
0;37;38;284
0;37;39;284
0;4;5;285
0;12;11;285
0;19;21;285
1;39;39;285
1;38;38;285
1;21;21;286
1;11;11;286
1;5;5;286
0;37;38;286
0;37;39;286
0;12;11;287
0;19;21;287
1;39;39;287
1;38;38;287
0;4;5;287
0;37;38;288
1;5;5;288
0;37;39;288
1;21;21;288
1;11;11;288
1;39;39;289
0;12;11;289
1;38;38;289
0;4;5;289
0;19;21;289
0;37;38;290
0;37;39;290
1;21;21;290
1;11;11;290
1;5;5;290
0;4;5;291
0;12;11;291
0;19;21;291
1;39;39;291
1;38;38;291
0;37;39;292
1;5;5;292
1;11;11;292
1;21;21;292
0;37;38;292
0;4;5;293
1;38;38;293
0;12;11;293
1;39;39;293
0;19;21;293
0;37;39;294
1;11;11;294
1;21;21;294
0;37;38;294
1;5;5;294
1;39;39;295
0;19;21;295
0;4;5;295
0;12;11;295
1;38;38;295
1;5;5;296
1;11;11;296
0;37;39;296
0;37;38;296
1;21;21;296
1;38;38;297
0;4;5;297
1;39;39;297
0;12;11;297
0;19;21;297
1;21;21;298
0;37;38;298
1;5;5;298
0;37;39;298
1;11;11;298
0;4;5;299
1;38;38;299
1;39;39;299
0;19;21;299
0;12;11;299
1;11;11;300
1;21;21;300
0;37;39;300
1;5;5;300
0;37;38;300
1;38;38;301
0;12;11;301
0;4;5;301
0;19;21;301
1;39;39;301
1;5;5;302
1;11;11;302
1;21;21;302
0;37;38;302
0;37;39;302
1;38;38;303
0;4;5;303
0;12;11;303
0;19;21;303
1;39;39;303
0;37;39;304
0;37;38;304
1;5;5;304
1;11;11;304
1;21;21;304
0;19;21;305
0;4;5;305
1;39;39;305
0;12;11;305
1;38;38;305
0;37;38;306
1;11;11;306
0;37;39;306
1;21;21;306
1;5;5;306
0;4;5;307
1;38;38;307
0;19;21;307
1;39;39;307
0;12;11;307
1;11;11;308
0;37;39;308
1;5;5;308
1;21;21;308
0;37;38;308
1;39;39;309
0;19;21;309
1;38;38;309
0;4;5;309
0;12;11;309
1;11;11;310
0;37;38;310
1;21;21;310
1;5;5;310
0;37;39;310
1;38;38;311
0;19;21;311
0;12;11;311
1;39;39;311
0;4;5;311
1;5;5;312
0;37;38;312
1;11;11;312
0;37;39;312
1;21;21;312
1;39;39;313
0;12;11;313
1;38;38;313
0;19;21;313
0;4;5;313
0;37;38;314
1;11;11;314
0;37;39;314
1;21;21;314
1;5;5;314
1;39;39;315
1;38;38;315
0;4;5;315
0;12;11;315
0;19;21;315
0;37;38;316
0;37;39;316
1;5;5;316
1;11;11;316
1;21;21;316
0;4;5;317
0;12;11;317
1;38;38;317
1;39;39;317
0;19;21;317
0;42;44;317
1;5;5;318
0;37;38;318
1;21;21;318
0;37;39;318
1;11;11;318
0;4;5;319
0;19;21;319
1;39;39;319
0;12;11;319
1;38;38;319
0;37;39;320
1;5;5;320
1;11;11;320
1;21;21;320
0;37;38;320
1;39;39;321
1;38;38;321
0;4;5;321
0;12;11;321
0;19;21;321
1;11;11;322
0;37;39;322
1;5;5;322
1;21;21;322
0;37;38;322
0;4;5;323
0;12;11;323
1;38;38;323
1;39;39;323
0;19;21;323
1;21;21;324
1;11;11;324
0;37;39;324
1;5;5;324
0;37;38;324
0;12;11;325
0;19;21;325
0;4;5;325
1;39;39;325
1;38;38;325
0;37;38;326
1;5;5;326
1;11;11;326
0;37;39;326
1;21;21;326
1;39;39;327
0;19;21;327
0;12;11;327
0;4;5;327
1;38;38;327
0;37;38;328
1;11;11;328
1;5;5;328
0;37;39;328
1;21;21;328
0;4;5;329
0;12;11;329
1;39;39;329
1;38;38;329
0;19;21;329
1;11;11;330
1;5;5;330
1;21;21;330
0;37;39;330
0;37;38;330
0;19;21;331
0;12;11;331
1;39;39;331
1;38;38;331
0;4;5;331
1;5;5;332
1;11;11;332
1;21;21;332
0;37;38;332
0;37;39;332
1;38;38;333
0;12;11;333
0;4;5;333
1;39;39;333
0;19;21;333
1;5;5;334
0;37;39;334
1;21;21;334
1;11;11;334
0;37;38;334
0;12;11;335
1;38;38;335
1;39;39;335
0;4;5;335
0;19;21;335
0;37;38;336
0;37;39;336
1;5;5;336
1;11;11;336
1;21;21;336
0;19;21;337
1;38;38;337
0;4;5;337
0;12;11;337
1;39;39;337
1;5;5;338
1;21;21;338
0;37;38;338
0;37;39;338
0;42;41;338
1;11;11;338
1;38;38;339
1;39;39;339
0;19;21;339
0;12;11;339
0;4;5;339
1;5;5;340
1;21;21;340
0;37;39;340
1;11;11;340
0;37;38;340
1;39;39;341
0;19;21;341
0;4;5;341
0;12;11;341
1;38;38;341
0;37;39;342
1;11;11;342
1;21;21;342
0;37;38;342
1;5;5;342
0;4;5;343
0;12;11;343
0;19;21;343
1;39;39;343
1;38;38;343
0;37;38;344
1;21;21;344
1;11;11;344
0;37;39;344
1;5;5;344
0;4;5;345
0;19;21;345
0;12;11;345
1;39;39;345
1;38;38;345
0;37;39;346
1;21;21;346
0;37;38;346
1;11;11;346
1;5;5;346
0;12;11;347
1;39;39;347
0;19;21;347
0;4;5;347
1;38;38;347
0;37;38;348
1;11;11;348
1;5;5;348
0;37;39;348
1;21;21;348
1;38;38;349
0;19;21;349
1;39;39;349
0;12;11;349
0;4;5;349
1;11;11;350
1;21;21;350
0;37;39;350
1;5;5;350
0;37;38;350
1;39;39;351
0;12;11;351
0;19;21;351
1;38;38;351
0;4;5;351
0;37;39;352
0;37;38;352
1;11;11;352
1;21;21;352
1;5;5;352
1;38;38;353
0;4;5;353
0;12;11;353
0;19;21;353
1;39;39;353
1;21;21;354
0;37;38;354
1;5;5;354
1;11;11;354
0;37;39;354
0;4;5;355
1;39;39;355
0;19;21;355
1;38;38;355
0;12;11;355
0;37;39;356
1;5;5;356
0;37;38;356
1;11;11;356
1;21;21;356
1;38;38;357
0;19;21;357
0;12;11;357
1;39;39;357
0;4;5;357
0;37;38;358
1;5;5;358
0;37;39;358
1;11;11;358
1;21;21;358
0;4;5;359
1;39;39;359
0;12;11;359
0;19;21;359
1;38;38;359
1;21;21;360
1;5;5;360
1;11;11;360
0;37;39;360
0;37;38;360
0;12;11;361
1;38;38;361
0;19;21;361
1;39;39;361
0;4;5;361
1;5;5;362
0;37;39;362
1;11;11;362
1;21;21;362
0;37;38;362
0;12;11;363
1;39;39;363
0;4;5;363
1;38;38;363
0;19;21;363
1;11;11;364
0;37;39;364
1;5;5;364
1;21;21;364
0;37;38;364
0;12;11;365
1;39;39;365
0;19;21;365
0;4;5;365
1;38;38;365
1;5;5;366
1;11;11;366
0;37;38;366
1;21;21;366
0;37;39;366
0;12;11;367
0;4;5;367
0;19;21;367
1;38;38;367
1;39;39;367
1;21;21;368
0;37;38;368
1;11;11;368
1;5;5;368
0;37;39;368
1;39;39;369
0;4;5;369
1;38;38;369
0;19;21;369
0;12;11;369
1;5;5;370
0;37;38;370
0;37;39;370
1;21;21;370
1;11;11;370
0;4;5;371
0;19;21;371
0;12;11;371
1;39;39;371
1;38;38;371
1;11;11;372
0;37;39;372
1;5;5;372
0;37;38;372
1;21;21;372
0;12;11;373
1;39;39;373
0;19;21;373
1;38;38;373
0;4;5;373
0;37;38;374
1;5;5;374
1;11;11;374
0;37;39;374
1;21;21;374
0;4;5;375
0;12;11;375
1;38;38;375
0;19;21;375
1;39;39;375
1;5;5;376
0;37;38;376
0;37;39;376
1;11;11;376
1;21;21;376
0;12;11;377
0;19;21;377
1;39;39;377
0;4;5;377
1;38;38;377
1;5;5;378
0;37;39;378
1;21;21;378
0;37;38;378
1;11;11;378
1;39;39;379
1;38;38;379
0;4;5;379
0;19;21;379
0;12;11;379
1;11;11;380
0;37;39;380
1;5;5;380
1;21;21;380
0;37;38;380
0;12;11;381
1;39;39;381
0;4;5;381
1;38;38;381
0;19;21;381
1;21;21;382
1;5;5;382
0;37;38;382
1;11;11;382
0;37;39;382
1;39;39;383
0;4;5;383
0;12;11;383
0;19;21;383
1;38;38;383
1;5;5;384
0;37;38;384
1;11;11;384
1;21;21;384
0;37;39;384
0;19;21;385
1;39;39;385
1;38;38;385
0;12;11;385
0;4;5;385
1;5;5;386
1;11;11;386
0;37;39;386
0;37;38;386
1;21;21;386
0;12;11;387
1;38;38;387
1;39;39;387
0;4;5;387
0;19;21;387
1;5;5;388
0;37;38;388
1;11;11;388
0;37;39;388
1;21;21;388
1;38;38;389
0;4;5;389
1;39;39;389
0;19;21;389
0;12;11;389
1;21;21;390
1;11;11;390
0;37;38;390
0;37;39;390
1;5;5;390
0;4;5;391
1;39;39;391
0;19;21;391
1;38;38;391
0;12;11;391
1;5;5;392
0;37;39;392
1;21;21;392
1;11;11;392
0;37;38;392
0;4;5;393
1;39;39;393
0;12;11;393
0;19;21;393
1;38;38;393
0;37;39;394
1;5;5;394
0;37;38;394
1;21;21;394
1;11;11;394
1;38;38;395
0;12;11;395
1;39;39;395
0;19;21;395
0;4;5;395
1;5;5;396
0;37;38;396
1;11;11;396
1;21;21;396
0;37;39;396
0;4;5;397
0;12;11;397
1;39;39;397
0;19;21;397
1;38;38;397
1;5;5;398
0;37;38;398
1;11;11;398
1;21;21;398
0;37;39;398
0;19;21;399
1;38;38;399
1;39;39;399
0;4;5;399
0;12;11;399
1;5;5;400
0;37;39;400
1;21;21;400
1;11;11;400
0;37;38;400
0;19;21;401
1;39;39;401
1;38;38;401
0;4;5;401
0;12;11;401
1;11;11;402
1;5;5;402
1;21;21;402
0;37;38;402
0;37;39;402
0;19;21;403
0;12;11;403
0;4;5;403
1;39;39;403
1;38;38;403
0;37;39;404
1;11;11;404
1;21;21;404
0;37;38;404
1;5;5;404
0;19;21;405
0;12;11;405
1;39;39;405
1;38;38;405
0;4;5;405
0;37;39;406
0;37;38;406
1;11;11;406
1;21;21;406
1;5;5;406
1;38;38;407
0;19;21;407
0;12;11;407
0;4;5;407
1;39;39;407
1;11;11;408
0;37;38;408
1;5;5;408
0;37;39;408
1;21;21;408
0;19;21;409
1;38;38;409
0;4;5;409
1;39;39;409
0;12;11;409
1;5;5;410
0;37;38;410
1;11;11;410
0;37;39;410
1;21;21;410
0;4;5;411
1;38;38;411
1;39;39;411
0;12;11;411
0;19;21;411
0;37;39;412
1;21;21;412
0;37;38;412
1;11;11;412
1;5;5;412
0;12;11;413
0;19;21;413
0;4;5;413
1;38;38;413
1;39;39;413
0;37;39;414
1;21;21;414
0;37;38;414
1;11;11;414
1;5;5;414
1;39;39;415
0;12;11;415
0;19;21;415
0;4;5;415
1;38;38;415
0;37;38;416
0;37;39;416
1;5;5;416
1;11;11;416
1;21;21;416
1;39;39;417
0;12;11;417
0;19;21;417
1;38;38;417
0;4;5;417
1;5;5;418
1;11;11;418
0;37;39;418
0;37;38;418
1;21;21;418
0;12;11;419
1;38;38;419
0;19;21;419
0;4;5;419
1;39;39;419
1;5;5;420
0;37;39;420
0;37;38;420
1;21;21;420
1;11;11;420
0;4;5;421
0;12;11;421
0;19;21;421
1;39;39;421
1;38;38;421
1;5;5;422
0;37;38;422
0;37;39;422
1;21;21;422
1;11;11;422
1;39;39;423
0;12;11;423
0;4;5;423
0;19;21;423
1;38;38;423
1;11;11;424
0;37;39;424
0;37;38;424
1;21;21;424
1;5;5;424
0;12;11;425
0;19;21;425
1;39;39;425
1;38;38;425
0;4;5;425
0;37;39;426
1;21;21;426
1;5;5;426
0;37;38;426
1;11;11;426
0;12;11;427
0;4;5;427
0;19;21;427
1;39;39;427
1;38;38;427
0;37;39;428
1;21;21;428
1;5;5;428
1;11;11;428
0;37;38;428
1;38;38;429
0;19;21;429
1;39;39;429
0;12;11;429
0;4;5;429
1;21;21;430
0;37;38;430
1;11;11;430
1;5;5;430
0;37;39;430
0;12;11;431
0;19;21;431
0;4;5;431
1;38;38;431
1;39;39;431
1;21;21;432
0;37;39;432
0;37;38;432
1;11;11;432
1;5;5;432
0;4;5;433
0;19;21;433
1;39;39;433
1;38;38;433
0;12;11;433
0;37;38;434
1;21;21;434
0;37;39;434
1;5;5;434
1;11;11;434
0;4;5;435
0;19;21;435
1;39;39;435
1;38;38;435
0;12;11;435
1;21;21;436
1;5;5;436
0;37;38;436
0;37;39;436
1;11;11;436
1;38;38;437
0;12;11;437
1;39;39;437
0;19;21;437
0;4;5;437
0;37;38;438
0;37;39;438
1;21;21;438
1;11;11;438
1;5;5;438
1;38;38;439
1;39;39;439
0;19;21;439
0;12;11;439
0;4;5;439
1;11;11;440
1;5;5;440
0;37;39;440
1;21;21;440
0;37;38;440
1;39;39;441
1;38;38;441
0;19;21;441
0;4;5;441
0;12;11;441
0;37;39;442
0;37;38;442
1;5;5;442
1;21;21;442
1;11;11;442
0;4;5;443
0;19;21;443
1;39;39;443
1;38;38;443
0;12;11;443
1;5;5;444
1;11;11;444
0;37;38;444
1;21;21;444
0;37;39;444
0;19;21;445
1;38;38;445
0;4;5;445
0;12;11;445
1;39;39;445
1;5;5;446
0;37;38;446
0;37;39;446
1;21;21;446
1;11;11;446
0;12;11;447
1;39;39;447
0;19;21;447
1;38;38;447
0;4;5;447
1;21;21;448
0;37;38;448
1;11;11;448
0;37;39;448
1;5;5;448
0;4;5;449
0;19;21;449
1;39;39;449
0;12;11;449
1;38;38;449
1;21;21;450
0;37;38;450
0;37;39;450
1;5;5;450
1;11;11;450
1;38;38;451
0;4;5;451
0;12;11;451
1;39;39;451
0;19;21;451
0;37;39;452
1;11;11;452
1;21;21;452
0;37;38;452
1;5;5;452
0;19;21;453
1;38;38;453
0;4;5;453
1;39;39;453
0;12;11;453
1;11;11;454
0;37;38;454
1;21;21;454
1;5;5;454
0;37;39;454
0;4;5;455
1;38;38;455
0;19;21;455
0;12;11;455
1;39;39;455
0;37;38;456
0;37;39;456
1;21;21;456
1;5;5;456
1;11;11;456
0;12;11;457
1;38;38;457
0;19;21;457
1;39;39;457
0;4;5;457
0;37;39;458
1;21;21;458
0;37;38;458
1;5;5;458
1;11;11;458
0;19;21;459
0;12;11;459
1;38;38;459
0;42;41;459
0;4;5;459
1;39;39;459
1;5;5;460
1;21;21;460
1;11;11;460
0;37;38;460
0;37;39;460
0;4;5;461
0;12;11;461
0;19;21;461
1;39;39;461
1;38;38;461
0;37;38;462
0;37;39;462
1;5;5;462
1;21;21;462
1;11;11;462
1;39;39;463
0;4;5;463
0;12;11;463
1;38;38;463
0;19;21;463
1;21;21;464
0;37;39;464
1;5;5;464
0;37;38;464
1;11;11;464
0;12;11;465
0;19;21;465
1;38;38;465
1;39;39;465
0;4;5;465
1;11;11;466
0;37;39;466
1;21;21;466
1;5;5;466
0;37;38;466
1;39;39;467
0;19;21;467
0;12;11;467
0;4;5;467
1;38;38;467
1;11;11;468
1;5;5;468
0;37;39;468
0;37;38;468
1;21;21;468
0;19;21;469
1;39;39;469
0;12;11;469
0;4;5;469
1;38;38;469
1;5;5;470
0;37;38;470
0;37;39;470
1;21;21;470
1;11;11;470
0;4;5;471
1;38;38;471
1;39;39;471
0;12;11;471
0;19;21;471
0;37;38;472
0;37;39;472
1;11;11;472
1;21;21;472
1;5;5;472
1;38;38;473
1;39;39;473
0;12;11;473
0;19;21;473
0;4;5;473
1;5;5;474
1;11;11;474
0;37;39;474
1;21;21;474
0;37;38;474
0;19;21;475
0;4;5;475
1;39;39;475
0;12;11;475
1;38;38;475
1;5;5;476
0;37;38;476
1;21;21;476
0;37;39;476
1;11;11;476
0;19;21;477
1;38;38;477
0;12;11;477
1;39;39;477
0;4;5;477
1;21;21;478
1;5;5;478
1;11;11;478
0;37;38;478
0;37;39;478
0;19;21;479
1;38;38;479
0;4;5;479
0;12;11;479
1;39;39;479
1;5;5;480
1;11;11;480
0;37;39;480
0;37;38;480
1;21;21;480
0;19;21;481
0;12;11;481
1;38;38;481
1;39;39;481
0;4;5;481
1;11;11;482
0;37;39;482
1;5;5;482
1;21;21;482
0;37;38;482
0;4;5;483
1;39;39;483
1;38;38;483
0;12;11;483
0;19;21;483
0;37;39;484
1;21;21;484
0;37;38;484
1;5;5;484
1;11;11;484
0;4;5;485
0;12;11;485
0;19;21;485
1;39;39;485
1;38;38;485
0;37;39;486
1;11;11;486
1;5;5;486
0;37;38;486
1;21;21;486
1;39;39;487
0;19;21;487
0;12;11;487
0;4;5;487
1;38;38;487
1;5;5;488
1;21;21;488
0;37;38;488
0;37;39;488
1;11;11;488
0;12;11;489
0;4;5;489
1;38;38;489
0;19;21;489
1;39;39;489
1;5;5;490
1;11;11;490
0;37;38;490
0;37;39;490
1;21;21;490
0;19;21;491
1;38;38;491
0;12;11;491
1;39;39;491
0;4;5;491
0;37;38;492
1;5;5;492
0;37;39;492
1;11;11;492
1;21;21;492
0;19;21;493
0;4;5;493
1;39;39;493
0;12;11;493
1;38;38;493
1;11;11;494
1;5;5;494
0;37;38;494
1;21;21;494
0;37;39;494
0;4;5;495
1;38;38;495
0;12;11;495
0;19;21;495
1;39;39;495
0;37;38;496
1;11;11;496
1;5;5;496
0;37;39;496
1;21;21;496
0;19;21;497
1;38;38;497
0;4;5;497
1;39;39;497
0;12;11;497
1;21;21;498
1;11;11;498
0;37;39;498
0;37;38;498
1;5;5;498
0;19;21;499
0;12;11;499
1;38;38;499
0;4;5;499
1;39;39;499
