### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 1 ###

value; fitness; appearence; param
0.025; 0; 0; 25
0.075; 0; 0; 25
0.125; 0; 0; 25
0.175; 0; 0.0199917; 25
0.225; 0; 0; 25
0.275; 0; 0.0229071; 25
0.325; 0; 0.128697; 25
0.375; 0; 0.00541441; 25
0.425; 0; 0.0395669; 25
0.475; 0; 0.407743; 25
0.525; 0.0229071; 0.0349854; 25
0.575; 0.150354; 0.294042; 25
0.625; 0.826753; 0.0403999; 25
0.675; 0; 0.00249896; 25
0.725; 0; 0.00374844; 25
0.775; 0; 0; 25
0.825; 0; 0; 25
0.875; 0; 0; 25
0.925; 0; 0; 25
0.975; 0; 0; 25
0.025; 0; 0; 26
0.075; 0; 0; 26
0.125; 0; 0; 26
0.175; 0; 0; 26
0.225; 0.0237401; 0; 26
0.275; 0.234068; 0; 26
0.325; 0.7422; 0; 26
0.375; 0; 0.0445648; 26
0.425; 0; 0.46147; 26
0.475; 0; 0.0145773; 26
0.525; 0; 0.0807999; 26
0.575; 0; 0.292793; 26
0.625; 0; 0.0233236; 26
0.675; 0; 0.00124948; 26
0.725; 0; 0.0807999; 26
0.775; 0; 0.000416493; 26
0.825; 0; 0; 26
0.875; 0; 0; 26
0.925; 0; 0; 26
0.975; 0; 0; 26
0.025; 0; 0; 27
0.075; 0; 0; 27
0.125; 0; 0; 27
0.175; 0; 0; 27
0.225; 0; 0.0403999; 27
0.275; 0; 0; 27
0.325; 0; 0.127864; 27
0.375; 0.0062474; 0; 27
0.425; 0.208246; 0; 27
0.475; 0.785518; 0.238233; 27
0.525; 0; 0.424819; 27
0.575; 0; 0.0953772; 27
0.625; 0; 0.0229071; 27
0.675; 0; 0.0499793; 27
0.725; 0; 0.000416493; 27
0.775; 0; 0; 27
0.825; 0; 0; 27
0.875; 0; 0; 27
0.925; 0; 0; 27
0.975; 0; 0; 27
0.025; 0; 0; 28
0.075; 0; 0; 28
0.125; 0; 0; 28
0.175; 0; 0; 28
0.225; 0; 0; 28
0.275; 0; 0.0141608; 28
0.325; 0; 0; 28
0.375; 0; 0; 28
0.425; 0; 0.433982; 28
0.475; 0.0158267; 0.0520617; 28
0.525; 0.196168; 0.188254; 28
0.575; 0.785934; 0.199083; 28
0.625; 0.00208247; 0; 28
0.675; 0; 0.0149938; 28
0.725; 0; 0.00374844; 28
0.775; 0; 0.0912122; 28
0.825; 0; 0.00249896; 28
0.875; 0; 0; 28
0.925; 0; 0; 28
