### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
950; 25.204; 3.41453; 0.001
960; 25.232; 3.41172; 0.001
970; 25.244; 3.40898; 0.001
980; 25.256; 3.40518; 0.001
990; 25.29; 3.40245; 0.001
0; 49.852; 31.3481; 0.005
10; 50.072; 23.2753; 0.005
20; 51.418; 15.9333; 0.005
30; 47.178; 9.32637; 0.005
40; 38.176; 5.34747; 0.005
50; 29.572; 4.16269; 0.005
60; 25.236; 3.85343; 0.005
70; 24.2; 3.73449; 0.005
80; 23.908; 3.67237; 0.005
90; 23.958; 3.63029; 0.005
100; 23.924; 3.60037; 0.005
110; 24.052; 3.57241; 0.005
120; 24.148; 3.54755; 0.005
130; 24.232; 3.51412; 0.005
140; 24.278; 3.48478; 0.005
150; 24.368; 3.46106; 0.005
160; 24.454; 3.44008; 0.005
170; 24.604; 3.41649; 0.005
180; 24.664; 3.39408; 0.005
190; 24.776; 3.37061; 0.005
200; 24.852; 3.35192; 0.005
210; 24.896; 3.33127; 0.005
220; 25.024; 3.31212; 0.005
230; 25.09; 3.28784; 0.005
240; 25.124; 3.26857; 0.005
250; 25.132; 3.25139; 0.005
260; 25.27; 3.23155; 0.005
270; 25.258; 3.21592; 0.005
280; 25.362; 3.1951; 0.005
290; 25.368; 3.17523; 0.005
300; 25.426; 3.15735; 0.005
310; 25.502; 3.13886; 0.005
320; 25.562; 3.12208; 0.005
330; 25.622; 3.108; 0.005
340; 25.706; 3.09408; 0.005
350; 25.742; 3.0771; 0.005
360; 25.778; 3.06053; 0.005
370; 25.79; 3.04482; 0.005
380; 25.886; 3.03094; 0.005
390; 25.888; 3.01694; 0.005
400; 25.976; 3.00294; 0.005
410; 25.982; 2.98796; 0.005
420; 26.122; 2.97629; 0.005
430; 26.134; 2.96804; 0.005
440; 26.224; 2.95392; 0.005
450; 26.282; 2.94167; 0.005
460; 26.334; 2.92673; 0.005
470; 26.402; 2.91682; 0.005
480; 26.428; 2.90412; 0.005
490; 26.488; 2.89478; 0.005
500; 26.588; 2.88604; 0.005
510; 26.656; 2.87637; 0.005
520; 26.626; 2.86563; 0.005
530; 26.632; 2.85678; 0.005
540; 26.708; 2.84429; 0.005
550; 26.734; 2.83437; 0.005
560; 26.77; 2.82204; 0.005
570; 26.776; 2.81135; 0.005
580; 26.798; 2.80347; 0.005
590; 26.89; 2.79245; 0.005
600; 26.93; 2.7811; 0.005
610; 26.948; 2.77118; 0.005
620; 26.972; 2.76343; 0.005
630; 26.972; 2.75024; 0.005
640; 26.974; 2.74273; 0.005
650; 27.01; 2.7349; 0.005
660; 27.102; 2.7271; 0.005
670; 27.16; 2.71608; 0.005
680; 27.21; 2.70714; 0.005
