### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
850; 22.494; 3.7362; 0.01
860; 22.502; 3.73526; 0.01
870; 22.498; 3.73477; 0.01
880; 22.504; 3.7342; 0.01
890; 22.504; 3.73343; 0.01
900; 22.51; 3.73318; 0.01
910; 22.508; 3.73298; 0.01
920; 22.514; 3.73265; 0.01
930; 22.508; 3.73229; 0.01
940; 22.514; 3.73184; 0.01
950; 22.508; 3.73131; 0.01
960; 22.508; 3.73086; 0.01
970; 22.5; 3.7302; 0.01
980; 22.494; 3.7298; 0.01
990; 22.496; 3.72955; 0.01
0; 49.824; 31.356; 0.025
10; 49.83; 24.6608; 0.025
20; 49.764; 18.0579; 0.025
30; 47.036; 11.689; 0.025
40; 38.812; 6.62555; 0.025
50; 30.42; 5.12351; 0.025
60; 27.194; 4.89959; 0.025
70; 26.536; 4.85682; 0.025
80; 26.378; 4.84359; 0.025
90; 26.316; 4.8287; 0.025
100; 26.248; 4.81555; 0.025
110; 26.216; 4.81282; 0.025
120; 26.212; 4.81094; 0.025
130; 26.206; 4.80963; 0.025
140; 26.21; 4.80825; 0.025
150; 26.212; 4.80739; 0.025
160; 26.218; 4.80735; 0.025
170; 26.236; 4.80678; 0.025
180; 26.226; 4.80674; 0.025
190; 26.232; 4.80621; 0.025
200; 26.228; 4.80596; 0.025
210; 26.234; 4.80568; 0.025
220; 26.248; 4.80551; 0.025
230; 26.244; 4.80559; 0.025
240; 26.252; 4.80531; 0.025
250; 26.254; 4.80433; 0.025
260; 26.256; 4.80363; 0.025
270; 26.268; 4.80314; 0.025
280; 26.27; 4.80265; 0.025
290; 26.27; 4.8022; 0.025
300; 26.28; 4.80122; 0.025
310; 26.274; 4.80082; 0.025
320; 26.286; 4.80082; 0.025
330; 26.296; 4.80041; 0.025
340; 26.302; 4.80004; 0.025
350; 26.302; 4.79959; 0.025
360; 26.298; 4.79955; 0.025
370; 26.304; 4.79926; 0.025
380; 26.308; 4.79922; 0.025
390; 26.314; 4.79882; 0.025
400; 26.318; 4.79792; 0.025
410; 26.334; 4.79767; 0.025
420; 26.326; 4.79731; 0.025
430; 26.336; 4.79726; 0.025
440; 26.336; 4.79649; 0.025
450; 26.33; 4.79604; 0.025
460; 26.328; 4.79567; 0.025
470; 26.336; 4.79563; 0.025
480; 26.348; 4.79563; 0.025
490; 26.354; 4.7951; 0.025
500; 26.364; 4.79486; 0.025
510; 26.378; 4.79473; 0.025
520; 26.372; 4.79437; 0.025
530; 26.382; 4.79351; 0.025
540; 26.378; 4.79351; 0.025
550; 26.384; 4.79335; 0.025
560; 26.398; 4.79314; 0.025
570; 26.408; 4.7929; 0.025
580; 26.41; 4.79269; 0.025
590; 26.408; 4.79257; 0.025
600; 26.416; 4.79212; 0.025
610; 26.412; 4.79212; 0.025
620; 26.422; 4.79167; 0.025
630; 26.426; 4.79122; 0.025
640; 26.432; 4.79086; 0.025
650; 26.446; 4.79057; 0.025
660; 26.456; 4.79037; 0.025
670; 26.46; 4.78914; 0.025
680; 26.462; 4.78865; 0.025
690; 26.466; 4.78877; 0.025
700; 26.478; 4.78841; 0.025
710; 26.488; 4.78824; 0.025
720; 26.494; 4.78804; 0.025
730; 26.504; 4.788; 0.025
740; 26.504; 4.78743; 0.025
750; 26.502; 4.78734; 0.025
760; 26.516; 4.78702; 0.025
770; 26.522; 4.78686; 0.025
780; 26.53; 4.7869; 0.025
790; 26.548; 4.78657; 0.025
800; 26.554; 4.786; 0.025
810; 26.552; 4.786; 0.025
820; 26.554; 4.78551; 0.025
830; 26.57; 4.78518; 0.025
840; 26.572; 4.78477; 0.025
850; 26.572; 4.78457; 0.025
860; 26.578; 4.78408; 0.025
870; 26.59; 4.78396; 0.025
880; 26.592; 4.78383; 0.025
890; 26.606; 4.78359; 0.025
900; 26.612; 4.78347; 0.025
910; 26.608; 4.78298; 0.025
920; 26.62; 4.78236; 0.025
930; 26.624; 4.78171; 0.025
940; 26.63; 4.78114; 0.025
950; 26.624; 4.78094; 0.025
960; 26.63; 4.78028; 0.025
970; 26.642; 4.78004; 0.025
980; 26.646; 4.77926; 0.025
990; 26.646; 4.7791; 0.025
0; 49.842; 31.3607; 0.05
10; 49.852; 25.0619; 0.05
20; 49.858; 18.6933; 0.05
30; 48.02; 12.3499; 0.05
40; 40.112; 6.97188; 0.05
50; 31.208; 5.64298; 0.05
60; 28.942; 5.53351; 0.05
70; 28.686; 5.52118; 0.05
80; 28.632; 5.51812; 0.05
90; 28.62; 5.51514; 0.05
100; 28.6; 5.50147; 0.05
110; 28.56; 5.49886; 0.05
120; 28.546; 5.49853; 0.05
130; 28.552; 5.49849; 0.05
140; 28.56; 5.498; 0.05
150; 28.558; 5.49767; 0.05
160; 28.568; 5.49751; 0.05
170; 28.57; 5.49759; 0.05
180; 28.58; 5.49751; 0.05
190; 28.58; 5.49755; 0.05
200; 28.59; 5.49722; 0.05
210; 28.592; 5.49726; 0.05
220; 28.6; 5.49714; 0.05
230; 28.616; 5.49726; 0.05
240; 28.622; 5.49673; 0.05
250; 28.624; 5.49678; 0.05
260; 28.63; 5.49657; 0.05
270; 28.638; 5.49669; 0.05
280; 28.654; 5.49669; 0.05
290; 28.66; 5.49673; 0.05
300; 28.682; 5.49637; 0.05
310; 28.684; 5.4962; 0.05
320; 28.69; 5.49653; 0.05
330; 28.696; 5.49641; 0.05
340; 28.706; 5.49649; 0.05
350; 28.712; 5.4962; 0.05
360; 28.716; 5.49588; 0.05
370; 28.718; 5.4958; 0.05
380; 28.738; 5.49555; 0.05
390; 28.746; 5.49571; 0.05
400; 28.758; 5.49559; 0.05
410; 28.768; 5.49543; 0.05
420; 28.776; 5.49522; 0.05
430; 28.778; 5.49518; 0.05
440; 28.792; 5.49527; 0.05
450; 28.802; 5.49518; 0.05
460; 28.81; 5.4951; 0.05
470; 28.814; 5.49486; 0.05
480; 28.826; 5.49482; 0.05
490; 28.83; 5.49498; 0.05
500; 28.842; 5.49494; 0.05
510; 28.846; 5.49482; 0.05
520; 28.85; 5.49494; 0.05
530; 28.86; 5.49486; 0.05
540; 28.866; 5.49453; 0.05
550; 28.872; 5.49453; 0.05
560; 28.876; 5.49449; 0.05
